Datum ,NO (µg/m³),NO2 (µg/m³),Ozon (µg/m³),Temperatur (°C),Globalstrahlung (W/m²),Niederschlag (mm),Windrichtung (°),Windgeschwindigkeit (m/s),Taupunkt (°C),,NO (µg/m³),NO Max,NO2 (µg/m³),NO2 Max,Ozon (µg/m³),Ozon Max,Temperatur (°C),Globalstrahlung (W/m²),Niederschlag (mm),Temperatur (°C),Temperatur (°C),Ozon-8h-Mittel 12-20h,,Wind-G mittel (m/s),Wind-G Max
2/1/2014 8:00,2.3,38.7,22.9,5.4,0,0,132,2,,,,,,,,,,,,,,,8.6,,
2/1/2014 8:30,10,45.4,14.5,4.8,14,0,150,0.8,,,,,,,,,,,,,,,9.3,,
2/1/2014 9:00,9.3,43.8,19.6,5.3,28,0,141,1.3,,,,,,,,,,,,,,,10.3,,
2/1/2014 9:30,17.9,46.6,22,6,46,0,137,1.2,,,,,,,,,,,,,,,11.5,,
2/1/2014 10:00,10.4,39.1,29.1,6.5,83,0,132,1.7,,,,,,,,,,,,,,,13.1,,
2/1/2014 10:30,8.8,35.6,33,7,137,0,137,1.9,,,,,,,,,,,,,,,14.7,,
2/1/2014 11:00,19.7,45.2,21.6,6.9,125,0,156,1.7,,,,,,,,,,,,,,,15.4,,
2/1/2014 11:30,33.9,50.7,15.1,6.4,173,0,184,1.3,,,,,,,,,,,,,,,15.4,,
2/1/2014 12:00,20.9,43.1,21.5,6.6,214,0,156,1,,,,,,,,,,,,,,,16.5,,
2/1/2014 12:30,19.4,42.9,25.9,7.5,238,0,150,1.4,,,,,,,,,,,,,,,18.0,,
2/1/2014 13:00,19.4,39.5,31.9,8.4,299,0,159,1.5,,,,,,,,,,,,,,,19.8,,
2/1/2014 13:30,20.1,43.8,31.3,8.7,202,0,173,1.4,,,,,,,,,,,,,,,21.6,,
2/1/2014 14:00,12.3,46.3,28.2,8.5,82,0,165,1.4,,,,,,,,,,,,,,,23.1,,
2/1/2014 14:30,19.3,56.4,20.7,8.4,43,0,174,1.1,,,,,,,,,,,,,,,23.7,,
2/1/2014 15:00,18.4,55.4,21.5,8.1,40,0,169,1.6,,,,,,,,,,,,,,,23.9,,
2/1/2014 15:30,12.1,53.1,23.4,7.9,31,0,164,1,,,,,,,,,,,,,,,23.9,,
2/1/2014 16:00,13.2,49.8,27.8,7.8,25,0,178,1.1,,,,,,,,,,,,,,,24.2,,
2/1/2014 16:30,18.4,53.7,26.4,7.7,19,0,180,0.8,,,,,,,,,,,,,,,24.9,,
2/1/2014 17:00,10.6,46.8,30.9,7.6,10,0,178,0.9,,,,,,,,,,,,,,,25.6,,
2/1/2014 17:30,7.4,44.9,33.4,7.3,0,0,178,1.3,,,,,,,,,,,,,,,26.4,,
2/1/2014 18:00,8.4,36.8,40.4,7.1,0,0,183,1.1,,,,,,,,,,,,,,,27.1,,
2/1/2014 18:30,7,27.4,49.2,6.9,0,0,191,1.1,,,,,,,,,,,,,,,28.1,,
2/1/2014 19:00,2.7,32.1,43.4,6.7,0,0.04,166,0.9,,,,,,,,,,,,,,,29.4,,
2/1/2014 19:30,2.4,31.7,42.1,6.5,0,0.31,156,1.1,,,,,,,,,,,,,,,31.1,,
2/1/2014 20:00,0.6,27.9,42.3,6.1,0,0.39,149,1,,,,,,,,,,,,,,,32.4,,
2/1/2014 20:30,1.4,31.8,36.5,6,0,0.26,156,0.9,,,,,,,,,,,,,,,33.1,,
2/1/2014 21:00,2.6,36.8,33.3,5.9,0,0.25,173,1,,,,,,,,,,,,,,,33.2,,
2/1/2014 21:30,1.9,28.2,38.3,5.7,0,0.3,171,1.1,,,,,,,,,,,,,,,33.6,,
2/1/2014 22:00,0.5,25.1,38.3,5.5,0,0.3,149,0.8,,,,,,,,,,,,,,,34.2,,
2/1/2014 22:30,2.9,31.6,32.7,5.4,0,0.56,164,0.6,,,,,,,,,,,,,,,35.0,,
2/1/2014 23:00,1.8,25.6,38.7,5.3,0,0.38,158,0.5,,,,,,,,,,,,,,,36.1,,
2/1/2014 23:30,0.2,22.4,38.1,5.2,0,0.21,113,0.4,,,,,,,,,,,,,,,37.0,,
2/2/2014 0:00,0.3,21,40.2,5.2,0,0.1,76,0.5,,,,,,,,,,,,,,,37.8,,
2/2/2014 0:30,2.1,22.3,36.9,5.2,0,0.09,105,0.4,,,,,,,,,,,,,,,38.4,,
2/2/2014 1:00,2.2,25.4,35.6,5.2,0,0.04,134,0.3,,,,,,,,,,,,,,,38.7,,
2/2/2014 1:30,0,16.4,43.8,5.1,0,0.1,148,0.5,,,,,,,,,,,,,,,39.4,,
2/2/2014 2:00,0.5,18.9,37.3,5.1,0,0.13,122,0.4,,,,,,,,,,,,,,,39.2,,
2/2/2014 2:30,1.6,27.7,32.8,5.2,0,0.17,156,0.6,,,,,,,,,,,,,,,38.1,,
2/2/2014 3:00,0.9,25.4,35,5.2,0,0.34,154,0.9,,,,,,,,,,,,,,,37.6,,
2/2/2014 3:30,0.5,19.7,42.8,5.1,0,0.22,156,1,,,,,,,,,,,,,,,37.7,,
2/2/2014 4:00,1.2,20.2,42.7,5.1,0,0.29,158,0.8,,,,,,,,,,,,,,,37.7,,
2/2/2014 4:30,0.3,15.4,,5,0,0.25,148,0.9,,,,,,,,,,,,,,,37.8,,
2/2/2014 5:00,0.6,18.7,40.5,5.1,0,0.13,153,0.8,,,,,,,,,,,,,,,38.2,,
2/2/2014 5:30,0,19.7,38.8,5.1,0,0.09,154,1.1,,,,,,,,,,,,,,,38.3,,
2/2/2014 6:00,1.3,21.2,38.1,5,0,0.19,156,1,,,,,,,,,,,,,,,38.3,,
2/2/2014 6:30,0.4,19.1,41.5,5,0,0.05,158,1.1,,,,,,,,,,,,,,,38.9,,
2/2/2014 7:00,0.4,15.3,48.7,4.9,0,0,155,1.4,,,,,,,,,,,,,,,39.5,,
2/2/2014 7:30,0.5,18.5,45.1,4.9,0,0,160,0.8,,,,,,,,,,,,,,,40.0,,
2/2/2014 8:00,0.7,20.5,42.3,5,2,0,155,1.3,,,,,,,,,,,,,,,40.1,,
2/2/2014 8:30,1.3,24.2,37.6,5,7,0,162,1.1,,,,,,,,,,,,,,,40.2,,
2/2/2014 9:00,2.9,27.8,35,5,14,0,158,1,,,,,,,,,,,,,,,40.1,,
2/2/2014 9:30,2.6,24.7,39.5,5.1,31,0,170,0.9,,,,,,,,,,,,,,,39.8,,
2/2/2014 10:00,4.5,29.9,36.8,5.2,59,0,165,1,,,,,,,,,,,,,,,39.8,,
2/2/2014 10:30,5,26.1,41.9,5.4,100,0,159,1.1,,,,,,,,,,,,,,,40.4,,
2/2/2014 11:00,5.5,27.2,42.7,5.7,111,0,162,1,,,,,,,,,,,,,,,40.9,,
2/2/2014 11:30,10.3,31.3,39.9,5.9,138,0,163,1,,,,,,,,,,,,,,,40.7,,
2/2/2014 12:00,11.3,33.5,36.4,6.2,125,0,176,1,,,,,,,,,,,,,,,40.3,,
2/2/2014 12:30,9.3,28.5,39.2,6.5,179,0,165,1.1,,,,,,,,,,,,,,,40.3,,
2/2/2014 13:00,10.2,27.6,39.2,6.8,163,0,185,1.1,,,,,,,,,,,,,,,40.2,,
2/2/2014 13:30,11.3,26.9,38.7,7,123,0,185,1,,,,,,,,,,,,,,,40.2,,
2/2/2014 14:00,9.8,26.5,38.5,7.2,128,0,187,1.2,,,,,,,,,,,,,,,40.2,,
2/2/2014 14:30,10.4,26.2,41.6,7.3,154,0,189,1.1,,,,,,,,,,,,,,,40.2,,
2/2/2014 15:00,8.8,23.4,44.5,7.5,152,0,179,1.1,,,,,,,,,,,,,,,39.9,,
2/2/2014 15:30,8.4,26.2,44,7.6,117,0,177,1.3,,,,,,,,,,,,,,,39.9,,
2/2/2014 16:00,9.3,27.4,43.2,7.5,78,0,173,1.1,,,,,,,,,,,,,,,39.9,,
2/2/2014 16:30,12.8,34.2,37.6,7.5,75,0,179,0.8,,,,,,,,,,,,,,,39.9,,
2/2/2014 17:00,13.3,37.5,35.1,7.3,33,0,170,1,,,,,,,,,,,,,,,39.9,,
2/2/2014 17:30,1.2,29.6,36.6,6.9,12,0,144,1,,,,,,,,,,,,,,,39.7,,
2/2/2014 18:00,2.1,35.7,24.6,6.2,0,0,120,0.7,,,,,,,,,,,,,,,39.0,,
2/2/2014 18:30,4.4,34.8,23.7,5.7,0,0,127,1,,,,,,,,,,,,,,,37.8,,
2/2/2014 19:00,11.5,38,20.3,5.4,0,0,135,0.8,,,,,,,,,,,,,,,36.4,,
2/2/2014 19:30,12.5,42.8,13.9,5.1,0,0,146,0.9,,,,,,,,,,,,,,,34.8,,
2/2/2014 20:00,7.7,33.3,20.8,4.9,0,0,126,0.9,,,,,,,,,,,,,,,33.8,,
2/2/2014 20:30,14.8,41.8,12.3,4.8,0,0,147,0.5,,,,,,,,,,,,,,,32.2,,
2/2/2014 21:00,9.1,37.9,13.9,4.6,0,0,130,0.5,,,,,,,,,,,,,,,30.6,,
2/2/2014 21:30,2.4,31.6,16.1,4.3,0,0,111,0.7,,,,,,,,,,,,,,,29.2,,
2/2/2014 22:00,3,31.8,13.8,4.1,0,0,127,0.6,,,,,,,,,,,,,,,27.6,,
2/2/2014 22:30,2.1,29,14.8,4,0,0,134,0.7,,,,,,,,,,,,,,,26.0,,
2/2/2014 23:00,4.5,31.6,11.8,4,0,0,128,0.5,,,,,,,,,,,,,,,23.9,,
2/2/2014 23:30,3.1,26.7,16,4.2,0,0,70,0,,,,,,,,,,,,,,,22.2,,
2/3/2014 0:00,10.6,40,3.3,3.6,0,0,134,0.2,,,,,,,,,,,,,,,19.7,,
2/3/2014 0:30,1.3,21.7,15.6,3.3,0,0,127,0.6,,,,,,,,,,,,,,,18.3,,
2/3/2014 1:00,2,23.3,13.7,2.9,0,0,93,0.1,,,,,,,,,,,,,,,17.0,,
2/3/2014 1:30,9,28.7,,2.5,0,0,207,0.4,,,,,,,,,,,,,,,15.6,,
2/3/2014 2:00,1.8,18.1,14.2,2.4,0,0,148,0.7,,,,,,,,,,,,,,,14.9,,
2/3/2014 2:30,1.3,15.5,17.6,2.4,0,0,101,0.6,,,,,,,,,,,,,,,14.5,,
2/3/2014 3:00,28.5,37.9,1.4,1.5,0,0,342,0.7,,,,,,,,,,,,,,,13.3,,
2/3/2014 3:30,32.2,37.3,1.2,1.6,0,0,93,0.4,,,,,,,,,,,,,,,12.4,,
2/3/2014 4:00,19.5,32.6,2,2,0,0,141,0.5,,,,,,,,,,,,,,,11.2,,
2/3/2014 4:30,10.7,26.2,6.9,2.3,0,0,183,0.3,,,,,,,,,,,,,,,10.8,,
2/3/2014 5:00,22.6,31.2,5.6,2.2,0,0,190,0.5,,,,,,,,,,,,,,,10.3,,
2/3/2014 5:30,8.6,23.2,9.6,2.5,0,0,30,0.1,,,,,,,,,,,,,,,9.8,,
2/3/2014 6:00,56.2,38.6,1.1,1.8,0,0,308,0.9,,,,,,,,,,,,,,,9.0,,
2/3/2014 6:30,65.6,41.3,1,1.9,0,0,315,0.6,,,,,,,,,,,,,,,8.1,,
2/3/2014 7:00,85.9,54.7,1.3,2.6,0,0,279,1.1,,,,,,,,,,,,,,,7.4,,
2/3/2014 7:30,79.3,59.5,1.9,3.4,0,0,295,0.9,,,,,,,,,,,,,,,6.4,,
2/3/2014 8:00,87.7,61.3,6.8,3.9,3,0,319,0.7,,,,,,,,,,,,,,,6.7,,
2/3/2014 8:30,8.5,14.7,42.5,4.5,18,0,65,1.2,,,,,,,,,,,,,,,8.5,,
2/3/2014 9:00,53.2,44.3,27.7,4.7,40,0,338,0.5,,,,,,,,,,,,,,,9.4,,
2/3/2014 9:30,43.9,39.6,32.1,4.9,96,0,115,0.3,,,,,,,,,,,,,,,10.8,,
2/3/2014 10:00,21.2,26.7,42.6,5.4,192,0,87,0.6,,,,,,,,,,,,,,,12.6,,
2/3/2014 10:30,11.8,17.1,48.3,6,238,0,91,1.3,,,,,,,,,,,,,,,14.5,,
2/3/2014 11:00,4,14.2,39.3,5.9,156,0,120,2.1,,,,,,,,,,,,,,,16.9,,
2/3/2014 11:30,4,13.1,31.3,5.7,228,0,100,2.7,,,,,,,,,,,,,,,18.8,,
2/3/2014 12:00,4.6,12.6,26.5,5.7,244,0,102,3.6,,,,,,,,,,,,,,,20.3,,
2/3/2014 12:30,5.3,12.3,24.4,5.8,260,0,107,2.9,,,,,,,,,,,,,,,21.4,,
2/3/2014 13:00,4.5,12.6,22.6,5.6,177,0,98,3.4,,,,,,,,,,,,,,,22.4,,
2/3/2014 13:30,3.3,13.8,21.9,5.4,128,0,91,3.5,,,,,,,,,,,,,,,23.2,,
2/3/2014 14:00,2.3,15.1,21.6,5.2,70,0,86,3.3,,,,,,,,,,,,,,,24.5,,
2/3/2014 14:30,1.7,15.9,22.2,5.2,41,0,89,2.5,,,,,,,,,,,,,,,25.8,,
2/3/2014 15:00,1,13.3,32,5.1,43,0,92,2.3,,,,,,,,,,,,,,,27.7,,
2/3/2014 15:30,1.4,15.7,32.2,5.2,39,0,93,1.8,,,,,,,,,,,,,,,29.6,,
2/3/2014 16:00,1.8,16.2,30.3,5.3,23,0,95,1.7,,,,,,,,,,,,,,,31.1,,
2/3/2014 16:30,0.9,15.3,30.6,5.2,17,0,89,2.3,,,,,,,,,,,,,,,30.4,,
2/3/2014 17:00,0.8,15.8,29,5.1,10,0,90,3,,,,,,,,,,,,,,,30.4,,
2/3/2014 17:30,1.8,21,23.2,5,4,0,114,1.4,,,,,,,,,,,,,,,29.9,,
2/3/2014 18:00,3.2,24.1,19.8,4.9,0,0,100,1.5,,,,,,,,,,,,,,,28.5,,
2/3/2014 18:30,1.1,22.6,19.9,4.8,0,0,94,2.1,,,,,,,,,,,,,,,26.7,,
2/3/2014 19:00,1.5,25,17.6,4.6,0,0,98,1.7,,,,,,,,,,,,,,,25.3,,
2/3/2014 19:30,0.8,24.4,18,4.5,0,0,93,2.3,,,,,,,,,,,,,,,24.5,,
2/3/2014 20:00,0.7,25.8,16,4.4,0,0,93,2.4,,,,,,,,,,,,,,,23.8,,
2/3/2014 20:30,1,27.6,13.5,4.3,0,0,90,2.4,,,,,,,,,,,,,,,23.2,,
2/3/2014 21:00,0.7,29.4,11.1,4.3,0,0,89,3.2,,,,,,,,,,,,,,,22.4,,
2/3/2014 21:30,0.9,30.3,9.7,4.3,0,0,88,2.9,,,,,,,,,,,,,,,21.7,,
2/3/2014 22:00,0.8,29.2,10.7,4.2,0,0,95,2.4,,,,,,,,,,,,,,,21.0,,
2/3/2014 22:30,2.3,29.2,10.4,4.2,0,0,98,1.4,,,,,,,,,,,,,,,20.3,,
2/3/2014 23:00,0.7,27.7,10.7,4.1,0,0,98,1.6,,,,,,,,,,,,,,,18.9,,
2/3/2014 23:30,0.9,27.7,10.8,4.1,0,0,107,1.2,,,,,,,,,,,,,,,17.6,,
2/4/2014 0:00,0.5,26.8,11,4,0,0,100,0.9,,,,,,,,,,,,,,,16.4,,
2/4/2014 0:30,0.6,26.6,11.1,4.1,0,0,105,1.1,,,,,,,,,,,,,,,15.2,,
2/4/2014 1:00,0.4,27.6,10.7,4.1,0,0,91,1.4,,,,,,,,,,,,,,,14.0,,
2/4/2014 1:30,2,27.8,11.5,4.3,0,0,85,0.4,,,,,,,,,,,,,,,13.3,,
2/4/2014 2:00,2.5,29.2,10.1,4.3,0,0,271,1,,,,,,,,,,,,,,,12.7,,
2/4/2014 2:30,8.8,36.7,,3.6,0,0,269,1,,,,,,,,,,,,,,,12.2,,
2/4/2014 3:00,4.5,32.8,3.1,3.1,0,0,165,0.8,,,,,,,,,,,,,,,11.2,,
2/4/2014 3:30,,,4.5,3.2,0,0,130,1.5,,,,,,,,,,,,,,,10.3,,
2/4/2014 4:00,1.8,28.1,5.7,3.4,0,0,128,2.1,,,,,,,,,,,,,,,9.6,,
2/4/2014 4:30,1.4,27.3,6.9,3.5,0,0,129,2.1,,,,,,,,,,,,,,,9.2,,
2/4/2014 5:00,1.8,27.2,7.4,3.5,0,0,139,1.6,,,,,,,,,,,,,,,9.0,,
2/4/2014 5:30,1.7,28.8,7.4,3.7,0,0,141,1.4,,,,,,,,,,,,,,,8.8,,
2/4/2014 6:00,12.6,33.9,4.8,3.8,0,0,120,0.7,,,,,,,,,,,,,,,8.4,,
2/4/2014 6:30,8.4,33.1,3.1,3.8,0,0,104,1,,,,,,,,,,,,,,,7.9,,
2/4/2014 7:00,18.5,35.8,2.1,3.8,0,0,125,1.4,,,,,,,,,,,,,,,7.3,,
2/4/2014 7:30,15.5,34.2,2.8,3.9,0,0,113,1.4,,,,,,,,,,,,,,,6.8,,
2/4/2014 8:00,17.9,37.5,5.2,4.6,2,0,125,1.3,,,,,,,,,,,,,,,6.4,,
2/4/2014 8:30,17.9,36.6,8.1,5.1,6,0,127,2.2,,,,,,,,,,,,,,,6.2,,
2/4/2014 9:00,21.9,37.5,6.6,5.1,13,0,129,1.8,,,,,,,,,,,,,,,6.0,,
2/4/2014 9:30,17.4,35,8.5,5.3,23,0,124,1.8,,,,,,,,,,,,,,,5.8,,
2/4/2014 10:00,34,38.8,6.5,5.2,37,0,128,1.1,,,,,,,,,,,,,,,5.5,,
2/4/2014 10:30,34.2,37.7,7.1,5.6,75,0,115,0.9,,,,,,,,,,,,,,,5.6,,
2/4/2014 11:00,23.4,33.1,9,6,114,0,108,1.4,,,,,,,,,,,,,,,6.0,,
2/4/2014 11:30,26.3,34.7,8.3,6.2,107,0,122,1.6,,,,,,,,,,,,,,,6.2,,
2/4/2014 12:00,41.5,40.1,8.5,6.7,118,0,140,1.4,,,,,,,,,,,,,,,6.4,,
2/4/2014 12:30,57.6,44.3,5.7,6.8,103,0,152,0.9,,,,,,,,,,,,,,,6.3,,
2/4/2014 13:00,38.6,40.1,6.8,6.9,96,0,133,1,,,,,,,,,,,,,,,6.3,,
2/4/2014 13:30,37.9,40.6,5.6,6.9,82,0,129,0.8,,,,,,,,,,,,,,,6.2,,
2/4/2014 14:00,45,41,5.8,7,87,0,137,1.3,,,,,,,,,,,,,,,6.2,,
2/4/2014 14:30,31.6,38.8,7.3,7.1,100,0,129,1.2,,,,,,,,,,,,,,,6.5,,
2/4/2014 15:00,33.4,43.8,7.1,7.3,64,0,125,1,,,,,,,,,,,,,,,6.8,,
2/4/2014 15:30,32.8,43.5,8.1,7.5,84,0,141,1.1,,,,,,,,,,,,,,,7.1,,
2/4/2014 16:00,27,42.6,13.3,8,115,0,137,1,,,,,,,,,,,,,,,7.6,,
2/4/2014 16:30,20.9,41.4,16.6,8.5,135,0,132,1.2,,,,,,,,,,,,,,,8.2,,
2/4/2014 17:00,25.6,46.5,6.8,7.7,44,0,130,1.3,,,,,,,,,,,,,,,8.2,,
2/4/2014 17:30,21.8,46.9,3.4,6.9,16,0,132,0.9,,,,,,,,,,,,,,,7.9,,
2/4/2014 18:00,24.1,48.3,6.9,6.6,0,0,89,0.6,,,,,,,,,,,,,,,7.9,,
2/4/2014 18:30,3.9,38.9,13.1,6.7,0,0,96,1.2,,,,,,,,,,,,,,,8.3,,
2/4/2014 19:00,36.4,46.8,6,6.4,0,0,130,0.8,,,,,,,,,,,,,,,8.1,,
2/4/2014 19:30,61.3,52.7,2.8,6.2,0,0,193,1.2,,,,,,,,,,,,,,,7.7,,
2/4/2014 20:00,71,54.4,2.7,5.7,0,0,230,0.7,,,,,,,,,,,,,,,7.4,,
2/4/2014 20:30,76.4,55,2,5.5,0,0,238,1,,,,,,,,,,,,,,,7.1,,
2/4/2014 21:00,47.7,50.6,2.6,5.4,0,0,257,0.1,,,,,,,,,,,,,,,6.9,,
2/4/2014 21:30,12,42.2,6.9,6.2,0,0,95,1.2,,,,,,,,,,,,,,,7.0,,
2/4/2014 22:00,0.8,38.6,9,6.4,0,0,75,3.3,,,,,,,,,,,,,,,7.2,,
2/4/2014 22:30,1.2,39.3,9.2,6.3,0,0,82,2.4,,,,,,,,,,,,,,,7.3,,
2/4/2014 23:00,0.7,39.8,7,6.2,0,0,76,3.6,,,,,,,,,,,,,,,7.3,,
2/4/2014 23:30,1,41.6,4.5,6,0,0,83,1.9,,,,,,,,,,,,,,,7.1,,
2/5/2014 0:00,1.1,40.2,6.9,5.8,0,0,98,1.6,,,,,,,,,,,,,,,6.7,,
2/5/2014 0:30,0.3,37.6,11.9,5.8,0,0,83,2,,,,,,,,,,,,,,,6.4,,
2/5/2014 1:00,0.3,33.4,18.9,5.9,0,0,78,2.4,,,,,,,,,,,,,,,7.1,,
2/5/2014 1:30,0.3,30.9,19,5.2,0,0,79,2.8,,,,,,,,,,,,,,,8.1,,
2/5/2014 2:00,0.2,28.1,22,5,0,0,83,2.4,,,,,,,,,,,,,,,9.0,,
2/5/2014 2:30,0.2,25.5,25.4,4.8,0,0,86,2.7,,,,,,,,,,,,,,,9.8,,
2/5/2014 3:00,0.2,22.1,30.6,4.8,0,0,108,2.1,,,,,,,,,,,,,,,11.3,,
2/5/2014 3:30,1.1,21.3,,4.7,0,0,93,0.8,,,,,,,,,,,,,,,11.9,,
2/5/2014 4:00,0.6,21,31.8,4.4,0,0,24,1,,,,,,,,,,,,,,,13.8,,
2/5/2014 4:30,0.2,21.2,28.2,3.6,0,0,87,1.8,,,,,,,,,,,,,,,15.6,,
2/5/2014 5:00,0.2,21.4,25.8,3,0,0,84,3.9,,,,,,,,,,,,,,,17.1,,
2/5/2014 5:30,0.8,21.7,25.4,2.7,0,0,60,1,,,,,,,,,,,,,,,18.4,,
2/5/2014 6:00,0.6,20.9,25.2,2.5,0,0,81,2.6,,,,,,,,,,,,,,,19.5,,
2/5/2014 6:30,1.5,22.2,22.8,2.3,0,0,63,1.4,,,,,,,,,,,,,,,20.4,,
2/5/2014 7:00,1.4,25.8,19.7,2.4,0,0,86,1.9,,,,,,,,,,,,,,,21.2,,
2/5/2014 7:30,25.7,33.9,16.9,2.5,0,0,90,0.9,,,,,,,,,,,,,,,22.0,,
2/5/2014 8:00,33.2,36.8,12,2.5,8,0,26,1,,,,,,,,,,,,,,,22.4,,
2/5/2014 8:30,68.2,42.6,6,1.7,19,0,51,1.2,,,,,,,,,,,,,,,22.0,,
2/5/2014 9:00,48.9,46.4,13.2,3.2,41,0,213,0.7,,,,,,,,,,,,,,,21.6,,
2/5/2014 9:30,125.5,54.7,2.5,1.8,55,0,326,0.9,,,,,,,,,,,,,,,20.5,,
2/5/2014 10:00,143.9,59.9,3,2,97,0,325,0.9,,,,,,,,,,,,,,,19.2,,
2/5/2014 10:30,107.1,54,5.1,2.9,92,0,59,0.3,,,,,,,,,,,,,,,17.9,,
2/5/2014 11:00,42.6,39.9,11.3,3.9,85,0,91,0.3,,,,,,,,,,,,,,,16.6,,
2/5/2014 11:30,65.6,47.4,8.9,4.2,104,0,289,0.5,,,,,,,,,,,,,,,16.1,,
2/5/2014 12:00,75,45.2,6.8,3.9,162,0,39,0.4,,,,,,,,,,,,,,,14.6,,
2/5/2014 12:30,79.5,51.7,5.5,4.4,104,0,318,0.5,,,,,,,,,,,,,,,13.1,,
2/5/2014 13:00,14.5,31.2,12.7,4.9,64,0.06,95,0.9,,,,,,,,,,,,,,,12.3,,
2/5/2014 13:30,7.2,28.6,17.1,4.9,56,0.2,88,1.9,,,,,,,,,,,,,,,11.8,,
2/5/2014 14:00,15.4,37.8,15,5.2,43,0.6,122,1.3,,,,,,,,,,,,,,,11.2,,
2/5/2014 14:30,6.1,32.7,20.5,5.3,42,0.27,106,1.9,,,,,,,,,,,,,,,11.0,,
2/5/2014 15:00,21.7,43.1,14,5.5,36,0.46,113,2.3,,,,,,,,,,,,,,,10.7,,
2/5/2014 15:30,8.8,35.3,9.6,4.5,40,0.09,83,3.7,,,,,,,,,,,,,,,10.2,,
2/5/2014 16:00,22.7,43.8,8.8,5,23,0.02,102,1.4,,,,,,,,,,,,,,,10.0,,
2/5/2014 16:30,8,43,12.5,5.9,19,0,120,1.8,,,,,,,,,,,,,,,10.4,,
2/5/2014 17:00,8.9,46.8,9.3,6.1,26,0,116,2,,,,,,,,,,,,,,,10.2,,
2/5/2014 17:30,24.7,55.1,3.3,6,6,0,134,1.1,,,,,,,,,,,,,,,10.2,,
2/5/2014 18:00,28.9,53.6,2,5.4,0,0,132,1.5,,,,,,,,,,,,,,,10.2,,
2/5/2014 18:30,13.5,59.9,5.2,6.3,0,0,160,2.2,,,,,,,,,,,,,,,10.2,,
2/5/2014 19:00,34.7,61.8,1.3,5.8,0,0,168,1.5,,,,,,,,,,,,,,,9.5,,
2/5/2014 19:30,45,58.3,1.3,5.3,0,0,159,1.3,,,,,,,,,,,,,,,9.1,,
2/5/2014 20:00,41.1,54.9,1.3,5,0,0,147,1.1,,,,,,,,,,,,,,,8.7,,
2/5/2014 20:30,32.3,53.8,1.3,4.7,0,0,134,1.3,,,,,,,,,,,,,,,8.5,,
2/5/2014 21:00,27.1,56.5,1.2,4.7,0,0,139,1.2,,,,,,,,,,,,,,,7.7,,
2/5/2014 21:30,20.1,59.8,1.1,5,0,0,148,1.1,,,,,,,,,,,,,,,6.7,,
2/5/2014 22:00,12.2,61,4,5.1,0,0,144,1.1,,,,,,,,,,,,,,,6.0,,
2/5/2014 22:30,1.6,43.7,25.3,6,0,0,149,1.5,,,,,,,,,,,,,,,6.3,,
2/5/2014 23:00,0.5,36.9,32.8,6.4,0,0,152,1.6,,,,,,,,,,,,,,,7.5,,
2/5/2014 23:30,0.5,34.3,34.1,6.5,0,0,149,1.2,,,,,,,,,,,,,,,9.1,,
2/6/2014 0:00,1.6,34.7,33.8,6.5,0,0,156,1,,,,,,,,,,,,,,,10.6,,
2/6/2014 0:30,0.5,29.5,38.5,6.5,0,0,150,1.2,,,,,,,,,,,,,,,12.2,,
2/6/2014 1:00,0.3,27.9,40.7,6.6,0,0,160,1.4,,,,,,,,,,,,,,,14.2,,
2/6/2014 1:30,0.4,21.4,46.8,6.7,0,0,178,1.5,,,,,,,,,,,,,,,16.9,,
2/6/2014 2:00,0.3,18.1,49.5,6.5,0,0,166,1.4,,,,,,,,,,,,,,,19.9,,
2/6/2014 2:30,0.2,14.5,51.3,6.3,0,0,152,1.1,,,,,,,,,,,,,,,22.8,,
2/6/2014 3:00,0.2,11.9,53.4,6.4,0,0,161,1.5,,,,,,,,,,,,,,,26.0,,
2/6/2014 3:30,0,10.5,54.2,6.4,0,0,166,1.5,,,,,,,,,,,,,,,29.3,,
2/6/2014 4:00,0.3,8.7,56,6.5,0,0,165,1.5,,,,,,,,,,,,,,,32.8,,
2/6/2014 4:30,0.3,9,,6.7,0,0,169,1.4,,,,,,,,,,,,,,,34.8,,
2/6/2014 5:00,0.1,10,56.1,6.8,0,0,166,1.5,,,,,,,,,,,,,,,38.5,,
2/6/2014 5:30,0.4,13.5,53,6.9,0,0,162,1.4,,,,,,,,,,,,,,,42.0,,
2/6/2014 6:00,3,21.1,45.6,7.1,0,0,157,1.5,,,,,,,,,,,,,,,44.7,,
2/6/2014 6:30,5.1,32.4,37.1,7.1,0,0,160,1.4,,,,,,,,,,,,,,,45.5,,
2/6/2014 7:00,6.9,28.5,40.7,7.1,0,0,155,1.8,,,,,,,,,,,,,,,46.1,,
2/6/2014 7:30,9.9,37,33.9,7,0,0,167,1.7,,,,,,,,,,,,,,,46.0,,
2/6/2014 8:00,2.9,40,29.1,6.8,3,0,139,1.2,,,,,,,,,,,,,,,45.7,,
2/6/2014 8:30,4.9,42.4,28.5,6.9,19,0,148,1.6,,,,,,,,,,,,,,,45.1,,
2/6/2014 9:00,14.7,49.5,24.9,7.2,40,0,158,1.7,,,,,,,,,,,,,,,44.0,,
2/6/2014 9:30,37.8,61,21.3,7.3,69,0,151,1.2,,,,,,,,,,,,,,,42.3,,
2/6/2014 10:00,28.2,50.7,26.2,7.5,96,0,164,1.2,,,,,,,,,,,,,,,40.8,,
