Datum ,NO (µg/m³),NO2 (µg/m³),Ozon (µg/m³),Temperatur (°C),Globalstrahlung (W/m²),Niederschlag (mm),Windrichtung (°),Windgeschwindigkeit (m/s),Taupunkt (°C),,NO (µg/m³),NO Max,NO2 (µg/m³),NO2 Max,Ozon (µg/m³),Ozon Max,Temperatur (°C),Globalstrahlung (W/m²),Niederschlag (mm),Temperatur (°C),Temperatur (°C),,Ozon 8h-Mittel
2/2/2010 14:30,15,26.33,46.96,1.31,73,0,198,3.63,-2.68,,,,,,,,,,,,,,36
2/2/2010 15:00,10,26.9,44.87,1.18,53,0,185,3.37,-2.16,,,,,,,,,,,,,,37
2/2/2010 15:30,13,28.21,40.54,1.13,35,0,189,2.91,-1.82,,,,,,,,,,,,,,38
2/2/2010 16:00,13,34.47,36.93,1.11,19,0,185,2.74,-1.71,,,,,,,,,,,,,,40
2/2/2010 16:30,11,34.05,38.85,1.05,14,0,180,2.87,-1.57,,,,,,,,,,,,,,41
2/2/2010 17:00,9,32.26,42.03,1.12,10,0,183,3,-1.35,,,,,,,,,,,,,,43
2/2/2010 17:30,8,25.28,49.24,1.18,8,0,198,3.98,-1.29,,,,,,,,,,,,,,44
2/2/2010 18:00,8,22.29,51.7,1.17,0,0,192,4.02,-1.26,,,,,,,,,,,,,,46
2/2/2010 18:30,10,27.99,49.47,1.17,0,0.01,195,3.5,-1.14,,,,,,,,,,,,,,47
2/2/2010 19:00,8,22.64,52.26,0.99,0,0.04,195,3.28,-1.15,,,,,,,,,,,,,,48
2/2/2010 19:30,6,20.59,54.54,0.83,0,0.05,189,3,-1.16,,,,,,,,,,,,,,48
2/2/2010 20:00,4,18.7,57.84,0.82,0,0,188,3,-1.09,,,,,,,,,,,,,,48
2/2/2010 20:30,7,20.9,60.29,1.01,0,0.01,193,3.32,-0.96,,,,,,,,,,,,,,49
2/2/2010 21:00,3,14.38,62.65,1.05,0,0.06,190,2.8,-0.95,,,,,,,,,,,,,,49
2/2/2010 21:30,3,12.57,65.61,1.1,0,0,194,3.02,-0.86,,,,,,,,,,,,,,50
2/2/2010 22:00,2,8.91,67.24,1.23,0,0,197,3.02,-0.76,,,,,,,,,,,,,,51
2/2/2010 22:30,2,8.98,67.57,1.27,0,0,199,3.31,-0.76,,,,,,,,,,,,,,53
2/2/2010 23:00,1,7.87,69.61,1.33,0,0,196,3.63,-0.69,,,,,,,,,,,,,,54
2/2/2010 23:30,2,9.47,69.85,1.22,0,0.04,202,3.78,-0.78,,,,,,,,,,,,,,56
2/3/2010 0:00,2,6.05,70.73,1.3,0,0.02,197,3.88,-0.7,,,,,,,,,,,,,,58
2/3/2010 0:30,1,3.71,70.53,1.41,0,0,199,4.15,-0.59,,,,,,,,,,,,,,60
2/3/2010 1:00,1,4.23,70.37,1.59,0,0,202,4.46,-0.43,,,,,,,,,,,,,,62
2/3/2010 1:30,1,4.44,69.87,1.62,0,0,198,3.95,-0.44,,,,,,,,,,,,,,63
2/3/2010 2:00,0,3.77,69.49,1.59,0,0,196,3.33,-0.32,,,,,,,,,,,,,,64
2/3/2010 2:30,1,4.33,67.99,1.75,0,0.03,193,2.33,-0.05,,,,,,,,,,,,,,65
2/3/2010 3:00,1,4.26,67.35,1.98,0,0,191,2.25,0.2,,,,,,,,,,,,,,66
2/3/2010 3:30,1,4.9,67.02,2.19,0,0.12,193,1.81,0.33,,,,,,,,,,,,,,67
2/3/2010 4:00,0,4.32,66.43,2.21,0,0.06,193,1.97,0.32,,,,,,,,,,,,,,68
2/3/2010 4:30,,,,2.36,0,0,195,2.01,0.39,,,,,,,,,,,,,,68
2/3/2010 5:00,1,7.22,63.97,2.44,0,0.01,197,2.34,0.42,,,,,,,,,,,,,,68
2/3/2010 5:30,1,5.93,63.52,2.61,0,0,199,2.74,0.46,,,,,,,,,,,,,,68
2/3/2010 6:00,2,8.98,59.85,2.67,0,0,196,2.62,0.5,,,,,,,,,,,,,,68
2/3/2010 6:30,3,13.07,55.31,2.63,0,0,197,2.72,0.43,,,,,,,,,,,,,,67
2/3/2010 7:00,5,19.99,50.15,2.71,0,0,198,2.52,0.38,,,,,,,,,,,,,,65
2/3/2010 7:30,8,19.59,51.33,2.98,0,0.04,207,2.98,0.28,,,,,,,,,,,,,,64
2/3/2010 8:00,18,36.63,41.64,2.47,7,1.41,276,2.37,0.07,,,,,,,,,,,,,,62
2/3/2010 8:30,23,39.73,43.81,0.75,10,1.36,324,1.37,-1.13,,,,,,,,,,,,,,61
2/3/2010 9:00,39,70.75,20.46,0.04,11,1.16,287,0.47,-1.63,,,,,,,,,,,,,,57
2/3/2010 9:30,27,74.11,11.24,-0.15,14,1,109,0.08,-1.73,,,,,,,,,,,,,,53
2/3/2010 10:00,39,72.5,8.33,-0.2,19,1.02,149,0.13,-1.73,,,,,,,,,,,,,,49
2/3/2010 10:30,84,96.39,6.27,-0.22,25,0.89,166,0.53,-1.71,,,,,,,,,,,,,,45
2/3/2010 11:00,92,94.51,7.59,-0.07,32,0.65,164,0.48,-1.51,,,,,,,,,,,,,,41
2/3/2010 11:30,87,92.74,8.29,0.05,40,0.47,168,0.51,-1.36,,,,,,,,,,,,,,37
2/3/2010 12:00,64,85.38,11.26,0.25,43,0.42,157,0.67,-1.13,,,,,,,,,,,,,,34
2/3/2010 12:30,27,65.97,15.44,0.36,43,0.52,118,0.61,-1.01,,,,,,,,,,,,,,32
2/3/2010 13:00,31,67.39,12.44,0.44,32,0.47,121,0.66,-0.92,,,,,,,,,,,,,,29
2/3/2010 13:30,7,40.79,29.14,0.81,32,0.34,136,0.84,-0.54,,,,,,,,,,,,,,27
2/3/2010 14:00,13,49.23,22.19,1.19,35,0.12,139,0.63,-0.17,,,,,,,,,,,,,,25
2/3/2010 14:30,11,52.57,20.65,1.44,47,0.07,142,0.75,0.09,,,,,,,,,,,,,,23
2/3/2010 15:00,16,60.92,16.79,1.81,57,0.23,161,0.66,0.45,,,,,,,,,,,,,,20
2/3/2010 15:30,14,57.5,20.27,1.94,41,0.54,160,0.79,0.56,,,,,,,,,,,,,,18
2/3/2010 16:00,8,56.65,19.32,1.94,22,0.44,117,0.39,0.55,,,,,,,,,,,,,,17
2/3/2010 16:30,8,59.06,11.24,1.95,19,0.42,68,0.58,0.57,,,,,,,,,,,,,,15
2/3/2010 17:00,11,57.77,16.36,1.9,12,0.89,60,0.78,0.55,,,,,,,,,,,,,,15
2/3/2010 17:30,4,52.86,12.85,1.84,6,0.96,73,0.76,0.48,,,,,,,,,,,,,,15
2/3/2010 18:00,6,57.97,7.1,1.78,0,0.68,97,0.64,0.44,,,,,,,,,,,,,,15
2/3/2010 18:30,25,69.34,3.23,1.74,0,0.61,123,0.3,0.41,,,,,,,,,,,,,,15
2/3/2010 19:00,30,72,4.62,1.56,0,0.39,98,0.25,0.24,,,,,,,,,,,,,,14
2/3/2010 19:30,18,67.09,5.96,1.55,0,0.5,127,0.45,0.24,,,,,,,,,,,,,,14
2/3/2010 20:00,10,57.46,10.89,1.4,0,0.22,119,0.42,0.1,,,,,,,,,,,,,,14
2/3/2010 20:30,11,56.37,8.69,1.41,0,0.22,137,0.54,0.13,,,,,,,,,,,,,,14
2/3/2010 21:00,34,62.53,8.46,1.69,0,0.25,138,0.51,0.43,,,,,,,,,,,,,,14
2/3/2010 21:30,6,50.34,11.08,1.95,0,0.04,125,0.95,0.71,,,,,,,,,,,,,,12
2/3/2010 22:00,7,50.5,11.3,2.18,0,0.03,132,1.05,0.96,,,,,,,,,,,,,,12
2/3/2010 22:30,6,50.86,9.38,2.18,0,0.09,131,0.93,0.97,,,,,,,,,,,,,,11
2/3/2010 23:00,5,48.88,12.75,2.25,0,0.01,137,0.87,1.05,,,,,,,,,,,,,,11
2/3/2010 23:30,2,39.65,19.68,2.45,0,0.01,125,0.97,1.26,,,,,,,,,,,,,,11
2/4/2010 0:00,2,37.42,18.45,2.61,0,0.01,125,1.02,1.43,,,,,,,,,,,,,,11
2/4/2010 0:30,1,34.81,21.09,2.59,0,0,124,1.22,1.41,,,,,,,,,,,,,,11
2/4/2010 1:00,1,24,35.56,3.17,0,0,139,1.18,2.02,,,,,,,,,,,,,,13
2/4/2010 1:30,0,17.72,40.82,3.49,0,0.01,142,1.25,2.32,,,,,,,,,,,,,,14
2/4/2010 2:00,0,16.6,42.13,3.55,0,0,145,1.35,2.37,,,,,,,,,,,,,,17
2/4/2010 2:30,0,19.47,38.93,3.6,0,0,147,1.26,2.39,,,,,,,,,,,,,,19
2/4/2010 3:00,0,17.93,40.11,3.58,0,0,134,1.03,2.36,,,,,,,,,,,,,,21
2/4/2010 3:30,1,14.7,44.2,3.71,0,0,123,1.14,2.46,,,,,,,,,,,,,,23
2/4/2010 4:00,0,13.31,42.76,3.79,0,0,104,0.64,2.49,,,,,,,,,,,,,,25
2/4/2010 4:30,0,18.56,34.55,3.77,0,0,125,0.85,2.44,,,,,,,,,,,,,,27
2/4/2010 5:00,1,21.82,33.2,3.72,0,0,126,0.82,2.34,,,,,,,,,,,,,,28
2/4/2010 5:30,2,26.22,28.29,3.52,0,0,132,1.05,2,,,,,,,,,,,,,,30
2/4/2010 6:00,2,30.1,24.05,3.43,0,0,118,1.17,1.83,,,,,,,,,,,,,,30
2/4/2010 6:30,3,34.96,20.5,3.5,0,0,123,1.15,1.8,,,,,,,,,,,,,,31
2/4/2010 7:00,24,56,7.37,3.23,0,0,127,0.84,1.42,,,,,,,,,,,,,,31
2/4/2010 7:30,19,50.58,9.56,2.97,0,0,136,1.12,1.19,,,,,,,,,,,,,,30
2/4/2010 8:00,57,63.62,6.59,2.9,5,0,146,1.2,1.15,,,,,,,,,,,,,,29
2/4/2010 8:30,16,48.67,8.75,2.86,12,0,132,1.28,1.13,,,,,,,,,,,,,,29
2/4/2010 9:00,25,51.4,7.81,2.96,32,0,123,1.04,1.23,,,,,,,,,,,,,,27
2/4/2010 9:30,24,47.49,11.3,3.2,63,0,128,1.3,1.45,,,,,,,,,,,,,,25
2/4/2010 10:00,43,51.8,12.19,3.36,96,0,149,1.26,1.51,,,,,,,,,,,,,,23
2/4/2010 10:30,29,43.83,13.85,3.74,131,0,137,1.1,1.72,,,,,,,,,,,,,,22
2/4/2010 11:00,40,47.81,12.75,3.85,159,0,146,1.17,1.7,,,,,,,,,,,,,,20
2/4/2010 11:30,44,46.18,15.77,4.62,256,0,152,1.24,2.2,,,,,,,,,,,,,,18
2/4/2010 12:00,34,40.47,23.43,6.32,474,0,143,1.27,2.8,,,,,,,,,,,,,,17
2/4/2010 12:30,24,34.25,28.16,7.66,433,0,141,1.18,3.01,,,,,,,,,,,,,,16
2/4/2010 13:00,28,40.44,29.02,8.17,399,0,158,1.15,3.01,,,,,,,,,,,,,,16
2/4/2010 13:30,26,39.89,31.66,8.61,356,0,147,1.23,3.04,,,,,,,,,,,,,,16
2/4/2010 14:00,8,21.46,55.63,8.87,264,0,109,1.33,2.27,,,,,,,,,,,,,,18
2/4/2010 14:30,2,8.2,68.18,8.89,243,0,99,1.62,1.65,,,,,,,,,,,,,,21
2/4/2010 15:00,2,10.69,69.31,8.84,215,0,104,1.98,1.07,,,,,,,,,,,,,,25
2/4/2010 15:30,2,13.55,65.89,8.53,185,0,89,1.99,0.86,,,,,,,,,,,,,,29
2/4/2010 16:00,2,16.07,63.51,8.23,174,0,87,2.79,0.84,,,,,,,,,,,,,,32
2/4/2010 16:30,2,18.48,59.15,7.74,93,0,85,3.25,0.86,,,,,,,,,,,,,,35
2/4/2010 17:00,2,31.98,43.07,7.2,40,0,82,3.23,1.15,,,,,,,,,,,,,,38
2/4/2010 17:30,1,28.44,47.28,6.7,10,0,81,3.71,1.25,,,,,,,,,,,,,,40
2/4/2010 18:00,1,18.47,56.85,6.4,0,0,86,3.7,1.3,,,,,,,,,,,,,,43
2/4/2010 18:30,0,15.79,58.09,6.43,0,0,78,4.09,1.38,,,,,,,,,,,,,,45
2/4/2010 19:00,0,15.4,57.18,6.32,0,0,72,5.16,1.3,,,,,,,,,,,,,,48
2/4/2010 19:30,1,15.39,56.32,6.14,0,0,74,4.78,1.13,,,,,,,,,,,,,,51
2/4/2010 20:00,0,15.06,55.47,5.91,0,0,78,2.98,0.81,,,,,,,,,,,,,,53
2/4/2010 20:30,1,16.26,54.11,5.85,0,0,89,2.6,0.49,,,,,,,,,,,,,,54
2/4/2010 21:00,1,15.35,54.02,5.8,0,0,96,3.01,0.23,,,,,,,,,,,,,,56
2/4/2010 21:30,1,20.57,47.65,5.8,0,0,121,1.96,-0.17,,,,,,,,,,,,,,57
2/4/2010 22:00,2,20.99,46.17,5.94,0,0,113,1.72,-0.38,,,,,,,,,,,,,,56
2/4/2010 22:30,,,,4.52,0,0,152,1.05,-0.33,,,,,,,,,,,,,,56
2/4/2010 23:00,4,30.9,39.52,4.9,0,0,123,1.67,-0.29,,,,,,,,,,,,,,54
2/4/2010 23:30,4,29.68,29.55,4.25,0,0,157,1.24,-0.5,,,,,,,,,,,,,,51
2/5/2010 0:00,18,42.6,21.17,3.81,0,0,275,0.71,-0.45,,,,,,,,,,,,,,48
2/5/2010 0:30,9,43.45,19.78,4,0,0,294,1.04,-0.68,,,,,,,,,,,,,,46
2/5/2010 1:00,29,66.84,4.75,2.84,0,0,245,0.73,-0.81,,,,,,,,,,,,,,43
2/5/2010 1:30,12,46.15,13.15,2.29,0,0,196,0.81,-0.93,,,,,,,,,,,,,,41
2/5/2010 2:00,4,25.89,22.73,2.19,0,0,166,0.89,-0.91,,,,,,,,,,,,,,39
2/5/2010 2:30,2,23.88,32.52,3.42,0,0,278,0.88,-0.78,,,,,,,,,,,,,,37
2/5/2010 3:00,1,20.31,30.36,3.35,0,0,142,1.12,-1.15,,,,,,,,,,,,,,35
2/5/2010 3:30,2,21.98,24.55,2.34,0,0,154,1.27,-1.28,,,,,,,,,,,,,,33
2/5/2010 4:00,4,26.43,21.25,2.19,0,0,214,0.64,-1.32,,,,,,,,,,,,,,31
2/5/2010 4:30,2,25.36,23.79,2.53,0,0,107,0.92,-1.1,,,,,,,,,,,,,,29
2/5/2010 5:00,3,23.96,31.98,4.17,0,0,46,0.96,-1.15,,,,,,,,,,,,,,27
2/5/2010 5:30,24,49.66,6.09,2.57,0,0,281,1.14,-1.49,,,,,,,,,,,,,,24
2/5/2010 6:00,53,53.55,4.9,1.43,0,0,304,1.21,-1.52,,,,,,,,,,,,,,22
2/5/2010 6:30,61,52.83,5.26,1.08,0,0,25,0.59,-1.37,,,,,,,,,,,,,,21
2/5/2010 7:00,48,51.75,4.94,1.34,0,0,5,0.43,-1.13,,,,,,,,,,,,,,19
2/5/2010 7:30,6,24.41,19.92,1.53,0,0,69,1.98,-1.53,,,,,,,,,,,,,,18
2/5/2010 8:00,10,25.22,21.91,1.25,6,0,283,1.4,-1.83,,,,,,,,,,,,,,18
2/5/2010 8:30,15,29.08,21.79,1.21,10,0,352,1.46,-1.8,,,,,,,,,,,,,,18
2/5/2010 9:00,15,26.45,25.48,1.6,22,0,27,1.8,-1.91,,,,,,,,,,,,,,19
2/5/2010 9:30,1,14,30.44,1.46,37,0,78,3.59,-2.06,,,,,,,,,,,,,,20
2/5/2010 10:00,2,13.99,31.11,1.39,58,0,82,3.19,-2.05,,,,,,,,,,,,,,21
2/5/2010 10:30,3,15.06,32,1.67,93,0,87,3.64,-1.89,,,,,,,,,,,,,,21
2/5/2010 11:00,4,15.14,32.25,1.95,147,0,98,3.21,-1.83,,,,,,,,,,,,,,21
2/5/2010 11:30,3,12.88,34.37,2.19,177,0,90,3.39,-1.83,,,,,,,,,,,,,,22
2/5/2010 12:00,12,20.04,31.66,2.86,189,0,91,1.95,-1.7,,,,,,,,,,,,,,22
2/5/2010 12:30,5,15.69,33.11,3.03,169,0,85,2.52,-1.7,,,,,,,,,,,,,,23
2/5/2010 13:00,4,15.92,32.31,3.1,149,0,78,3.22,-1.7,,,,,,,,,,,,,,23
2/5/2010 13:30,4,17.42,30.48,3.05,113,0,79,2.62,-1.75,,,,,,,,,,,,,,24
2/5/2010 14:00,5,18.87,30.74,3.43,145,0,86,2.01,-1.6,,,,,,,,,,,,,,26
2/5/2010 14:30,5,18.43,30.55,3.84,137,0,89,2.86,-1.5,,,,,,,,,,,,,,28
2/5/2010 15:00,4,21.35,27.37,3.68,67,0,89,2.77,-1.57,,,,,,,,,,,,,,29
2/5/2010 15:30,4,25.47,24.06,3.75,50,0,100,1.66,-1.4,,,,,,,,,,,,,,29
2/5/2010 16:00,4,26.29,23.76,3.59,68,0,77,1.31,-0.87,,,,,,,,,,,,,,29
2/5/2010 16:30,4,28.6,21.52,3.68,29,0,109,1.13,-0.54,,,,,,,,,,,,,,29
2/5/2010 17:00,5,32.63,19.03,3.44,13,0,115,1.05,-0.25,,,,,,,,,,,,,,29
2/5/2010 17:30,11,36.6,16.7,3.18,5,0,75,0.75,0.08,,,,,,,,,,,,,,28
2/5/2010 18:00,42,55.77,9.49,3.13,0,0.09,336,0.86,0.48,,,,,,,,,,,,,,27
2/5/2010 18:30,41,61.02,4.51,2.94,0,0.21,321,0.69,0.71,,,,,,,,,,,,,,25
2/5/2010 19:00,50,61.24,4.51,2.69,0,0.17,307,0.63,0.76,,,,,,,,,,,,,,23
2/5/2010 19:30,46,65.76,4.66,2.64,0,0.2,307,0.46,0.89,,,,,,,,,,,,,,22
2/5/2010 20:00,24,53.88,3.99,2.59,0,0.32,54,0.34,0.91,,,,,,,,,,,,,,20
2/5/2010 20:30,21,50.63,4.16,2.51,0,0.47,24,0.31,0.92,,,,,,,,,,,,,,18
2/5/2010 21:00,40,52.76,5.11,2.56,0,0.37,135,0.24,1.02,,,,,,,,,,,,,,16
2/5/2010 21:30,59,55.98,5.01,2.47,0,0.18,232,0.23,0.98,,,,,,,,,,,,,,15
2/5/2010 22:00,24,42.59,4.67,2.44,0,0.22,92,0.19,0.97,,,,,,,,,,,,,,13
2/5/2010 22:30,27,44.42,4.48,2.37,0,0.14,114,0.21,0.93,,,,,,,,,,,,,,11
2/5/2010 23:00,30,44.51,4.73,2.37,0,0.06,129,0.2,0.95,,,,,,,,,,,,,,10
2/5/2010 23:30,,,,2.37,0,0.05,146,0.28,0.96,,,,,,,,,,,,,,9
2/6/2010 0:00,43,51.66,4.78,2.41,0,0.01,156,0.39,1.02,,,,,,,,,,,,,,8
2/6/2010 0:30,32,44.06,5.2,2.36,0,0,106,0.36,0.99,,,,,,,,,,,,,,7
2/6/2010 1:00,33,46.36,4.68,2.5,0,0,72,0.43,1.15,,,,,,,,,,,,,,6
2/6/2010 1:30,40,43.86,4.56,2.58,0,0,137,0.43,1.22,,,,,,,,,,,,,,5
2/6/2010 2:00,34,40.83,4.6,2.42,0,0,133,0.54,1.06,,,,,,,,,,,,,,5
2/6/2010 2:30,26,38.2,3.91,2.29,0,0,133,0.64,0.95,,,,,,,,,,,,,,5
2/6/2010 3:00,29,38.09,4.08,2.29,0,0,134,0.74,0.96,,,,,,,,,,,,,,5
2/6/2010 3:30,24,36.09,3.96,2.18,0,0,120,0.74,0.85,,,,,,,,,,,,,,5
2/6/2010 4:00,26,35.01,3.91,2.24,0,0,113,0.47,0.92,,,,,,,,,,,,,,5
2/6/2010 4:30,41,44.75,4.21,2.14,0,0,153,0.46,0.81,,,,,,,,,,,,,,5
2/6/2010 5:00,32,39.54,3.77,2.06,0,0,126,0.54,0.74,,,,,,,,,,,,,,4
2/6/2010 5:30,38,42.02,3.61,2.24,0,0,135,0.46,0.93,,,,,,,,,,,,,,4
2/6/2010 6:00,32,36.71,3.51,2.21,0,0,173,0.43,0.89,,,,,,,,,,,,,,4
2/6/2010 6:30,33,36.22,3.56,2.18,0,0,159,0.31,0.87,,,,,,,,,,,,,,4
2/6/2010 7:00,39,34.77,3.55,2.21,0,0,124,0.4,0.9,,,,,,,,,,,,,,4
2/6/2010 7:30,30,37.07,3.47,2.21,0,0,149,0.63,0.9,,,,,,,,,,,,,,4
2/6/2010 8:00,31,38.83,3.43,2.36,4,0,139,0.49,1.06,,,,,,,,,,,,,,4
2/6/2010 8:30,30,35.52,3.74,2.42,13,0,122,0.65,1.11,,,,,,,,,,,,,,4
2/6/2010 9:00,32,38.09,4.84,2.36,19,0,144,0.96,1.04,,,,,,,,,,,,,,4
2/6/2010 9:30,43,36.18,5.43,2.44,26,0,147,0.64,1.11,,,,,,,,,,,,,,4
2/6/2010 10:00,42,39.77,6.92,2.78,69,0,150,0.9,1.44,,,,,,,,,,,,,,4
2/6/2010 10:30,33,39.12,7.93,3.3,73,0,118,0.32,1.92,,,,,,,,,,,,,,4
2/6/2010 11:00,39,42.85,8.47,3.77,107,0,121,0.3,2.3,,,,,,,,,,,,,,5
2/6/2010 11:30,37,45.95,9.64,4.21,87,0,101,0.28,2.64,,,,,,,,,,,,,,5
2/6/2010 12:00,22,38.94,13.16,4.48,143,0,92,0.46,2.82,,,,,,,,,,,,,,6
2/6/2010 12:30,37,48.44,16.38,4.71,129,0,287,0.89,2.87,,,,,,,,,,,,,,6
2/6/2010 13:00,34,49.92,17.23,4.82,82,0,283,0.83,2.81,,,,,,,,,,,,,,7
2/6/2010 13:30,45,57.38,11.27,4.87,64,0,315,0.95,2.81,,,,,,,,,,,,,,8
2/6/2010 14:00,32,53.65,16.84,4.96,92,0,321,1.58,2.73,,,,,,,,,,,,,,8
2/6/2010 14:30,17,42.26,29.52,4.93,89,0,323,1.54,2.37,,,,,,,,,,,,,,10
2/6/2010 15:00,10,28.01,39.85,4.93,87,0,320,1.86,2.15,,,,,,,,,,,,,,12
2/6/2010 15:30,10,33.61,37.6,4.83,78,0,319,1.67,1.97,,,,,,,,,,,,,,15
2/6/2010 16:00,10,29.1,39.04,4.86,56,0,348,1.38,1.93,,,,,,,,,,,,,,17
2/6/2010 16:30,8,24.47,39.6,4.54,38,0,10,1.39,1.6,,,,,,,,,,,,,,19
2/6/2010 17:00,13,30.22,37.1,4.29,16,0,351,1.85,1.41,,,,,,,,,,,,,,21
2/6/2010 17:30,10,29.34,39.98,4.1,7,0,5,1.14,1.34,,,,,,,,,,,,,,23
2/6/2010 18:00,2,17.61,49.92,4.02,0,0,25,0.86,1.29,,,,,,,,,,,,,,26
2/6/2010 18:30,9,28.45,37.99,3.97,0,0,8,0.71,1.28,,,,,,,,,,,,,,28
2/6/2010 19:00,2,26.85,34.35,3.7,0,0,9,1.07,1.15,,,,,,,,,,,,,,29
2/6/2010 19:30,2,20.71,45.27,3.69,0,0,26,0.84,1.2,,,,,,,,,,,,,,32
2/6/2010 20:00,4,15.37,53.62,3.57,0,0,31,0.79,1.02,,,,,,,,,,,,,,34
2/6/2010 20:30,6,16.38,50.17,3.56,0,0,346,1.01,1,,,,,,,,,,,,,,36
2/6/2010 21:00,6,13.52,51.21,3.53,0,0,313,1.47,0.9,,,,,,,,,,,,,,38
2/6/2010 21:30,5,18.27,40.51,3.55,0,0,313,1.26,0.95,,,,,,,,,,,,,,40
2/6/2010 22:00,7,36.7,20.16,3.39,0,0,314,1.62,1.2,,,,,,,,,,,,,,40
2/6/2010 22:30,5,32.53,17,3.14,0,0,326,1.47,1.32,,,,,,,,,,,,,,40
2/6/2010 23:00,4,24.53,21.65,2.92,0,0,319,1.81,1.3,,,,,,,,,,,,,,38
2/6/2010 23:30,,,,2.81,0,0,310,1.4,1.31,,,,,,,,,,,,,,39
2/7/2010 0:00,3,32.92,17.1,2.71,0,0,317,1.44,1.31,,,,,,,,,,,,,,37
2/7/2010 0:30,4,37.46,8.61,2.71,0,0,312,1.57,1.42,,,,,,,,,,,,,,35
2/7/2010 1:00,10,49.62,3.16,2.65,0,0,314,1.45,1.43,,,,,,,,,,,,,,33
2/7/2010 1:30,17,57.37,3.52,2.48,0,0,327,1.51,1.3,,,,,,,,,,,,,,30
2/7/2010 2:00,10,50.17,3.65,2.29,0,0,323,2.01,1.14,,,,,,,,,,,,,,27
2/7/2010 2:30,12,46.85,3.16,2.23,0,0,317,1.93,1.1,,,,,,,,,,,,,,25
2/7/2010 3:00,15,48.31,2.82,2.24,0,0,322,1.48,1.11,,,,,,,,,,,,,,23
2/7/2010 3:30,22,48.81,2.74,2.27,0,0,332,0.88,1.12,,,,,,,,,,,,,,20
2/7/2010 4:00,9,46.31,3.36,2.2,0,0,320,1.18,1.03,,,,,,,,,,,,,,17
2/7/2010 4:30,13,44.56,3.11,2.14,0,0,320,1.52,0.93,,,,,,,,,,,,,,13
2/7/2010 5:00,10,43.31,3.14,2.08,0,0,326,1.25,0.83,,,,,,,,,,,,,,10
2/7/2010 5:30,10,42.14,2.48,2.03,0,0,318,1.46,0.75,,,,,,,,,,,,,,8
2/7/2010 6:00,14,42.45,2.08,2.02,0,0,331,0.78,0.71,,,,,,,,,,,,,,7
2/7/2010 6:30,15,39.76,0.98,2.02,0,0,319,1.04,0.68,,,,,,,,,,,,,,5
2/7/2010 7:00,19,39.25,1.7,2.04,0,0,322,0.79,0.64,,,,,,,,,,,,,,4
2/7/2010 7:30,22,38.87,0.26,1.94,0,0,320,0.98,0.48,,,,,,,,,,,,,,4
2/7/2010 8:00,22,35.29,0.68,1.84,5,0,316,0.39,0.36,,,,,,,,,,,,,,3
2/7/2010 8:30,26,38.23,2.51,1.85,14,0,281,0.85,0.36,,,,,,,,,,,,,,2
2/7/2010 9:00,34,36.95,1.88,1.88,29,0,274,0.41,0.36,,,,,,,,,,,,,,2
2/7/2010 9:30,27,36.21,3.48,2.03,33,0,271,0.85,0.44,,,,,,,,,,,,,,2
2/7/2010 10:00,32,38.69,5.76,2.1,68,0,308,0.86,0.44,,,,,,,,,,,,,,3
2/7/2010 10:30,23,31.79,8.4,2.31,90,0,320,0.95,0.52,,,,,,,,,,,,,,3
2/7/2010 11:00,27,32.46,11.28,2.66,136,0,331,0.88,0.7,,,,,,,,,,,,,,3
2/7/2010 11:30,28,32.72,13.39,3.21,175,0,325,0.63,0.83,,,,,,,,,,,,,,4
2/7/2010 12:00,22,32.49,14.77,3.41,147,0,320,1.32,0.66,,,,,,,,,,,,,,5
2/7/2010 12:30,21,31.81,14.75,3.59,119,0,321,1.59,0.65,,,,,,,,,,,,,,5
2/7/2010 13:00,21,30.96,20.31,3.66,126,0,315,1.93,0.43,,,,,,,,,,,,,,7
2/7/2010 13:30,13,29.81,22.47,3.72,126,0,317,1.9,0.41,,,,,,,,,,,,,,8
2/7/2010 14:00,15,31.99,30.66,3.95,134,0,322,1.72,0.16,,,,,,,,,,,,,,10
2/7/2010 14:30,12,22.93,30.89,3.97,89,0,320,1.99,0.08,,,,,,,,,,,,,,11
2/7/2010 15:00,11,28.15,31.77,3.32,95,0,322,2.53,-0.15,,,,,,,,,,,,,,13
2/7/2010 15:30,13,23.57,31.61,3.21,59,0,315,2.2,-0.02,,,,,,,,,,,,,,15
2/7/2010 16:00,10,32.24,26.4,3.25,44,0,316,1.74,0.1,,,,,,,,,,,,,,17
2/7/2010 16:30,19,40.25,19.46,3.38,26,0,313,1.06,0.21,,,,,,,,,,,,,,18
2/7/2010 17:00,24,43.34,15.88,3.47,9,0,261,0.81,0.23,,,,,,,,,,,,,,19
2/7/2010 17:30,46,57.92,12.82,3.34,4,0,262,0.71,0.05,,,,,,,,,,,,,,19
2/7/2010 18:00,12,41.51,21.46,3.41,0,0,126,0.89,0.01,,,,,,,,,,,,,,20
2/7/2010 18:30,7,29.03,32.19,3.3,0,0,129,0.53,-0.34,,,,,,,,,,,,,,22
2/7/2010 19:00,10,32.68,35.22,3.11,0,0,87,0.56,-0.69,,,,,,,,,,,,,,23
2/7/2010 19:30,2,12.6,54.18,2.86,0,0,90,0.71,-1.35,,,,,,,,,,,,,,26
2/7/2010 20:00,8,28.12,44.13,2.95,0,0,71,0.23,-1.39,,,,,,,,,,,,,,28
