Datum ,NO (µg/m³),NO2 (µg/m³),Ozon (µg/m³),Temperatur (°C),Globalstrahlung (W/m²),Niederschlag (mm),Windrichtung (°),Windgeschwindigkeit (m/s),Taupunkt (°C),,NO (µg/m³),NO Max,NO2 (µg/m³),NO2 Max,Ozon (µg/m³),Ozon Max,Temperatur (°C),Globalstrahlung (W/m²),Niederschlag (mm),Temperatur (°C),Temperatur (°C),Niederschlag (mm) max,Globalstrahlung (W/m²) max,WindgescIwindigkeit,Windgeschwindigkeit,Ozon 8h-Mittel,
3/28/2013 17:30,14.8,50.2,53.7,8.5,42,0,344,1.1,,,,,,,,,,,,,,,,,,,60
3/28/2013 18:00,14.9,44.8,54.3,8,19,0,308,2.5,,,,,,,,,,,,,,,,,,,60
3/28/2013 18:30,10.7,39.6,55.4,7.2,15,0,316,2.6,,,,,,,,,,,,,,,,,,,59
3/28/2013 19:00,11.8,40.9,50.9,6.9,4,0,321,2,,,,,,,,,,,,,,,,,,,59
3/28/2013 19:30,11.1,43.3,46.3,6.7,0,0,316,1.8,,,,,,,,,,,,,,,,,,,58
3/28/2013 20:00,8.7,45,38.2,6.4,0,0,315,1.9,,,,,,,,,,,,,,,,,,,57
3/28/2013 20:30,10.7,55.1,31.3,6,0,0,313,1.5,,,,,,,,,,,,,,,,,,,55
3/28/2013 21:00,9.1,56.4,26.2,5.6,0,0,313,1.9,,,,,,,,,,,,,,,,,,,53
3/28/2013 21:30,6.7,58.7,20.3,5.3,0,0,316,1.7,,,,,,,,,,,,,,,,,,,50
3/28/2013 22:00,9.3,54.6,26.3,5,0,0,317,1.6,,,,,,,,,,,,,,,,,,,48
3/28/2013 22:30,10.6,47.1,28.6,4.7,0,0,284,1.5,,,,,,,,,,,,,,,,,,,47
3/28/2013 23:00,3.8,43.8,30.3,4.4,0,0,312,1.7,,,,,,,,,,,,,,,,,,,45
3/28/2013 23:30,5,45.1,28.1,4.2,0,0,310,1.6,,,,,,,,,,,,,,,,,,,42
3/29/2013 0:00,7.4,35.1,40,4.1,0,0,285,2.2,,,,,,,,,,,,,,,,,,,41
3/29/2013 0:30,2.9,28.3,47,3,0,0.02,325,0.7,,,,,,,,,,,,,,,,,,,40
3/29/2013 1:00,1.9,26.7,45,2.8,0,0,137,0.6,,,,,,,,,,,,,,,,,,,39
3/29/2013 1:30,,,48,3.1,0,0,206,1,,,,,,,,,,,,,,,,,,,39
3/29/2013 2:00,3.6,41.9,37,3,0,0,184,1.4,,,,,,,,,,,,,,,,,,,37
3/29/2013 2:30,3,28.3,,2.8,0,0,221,0.9,,,,,,,,,,,,,,,,,,,36
3/29/2013 3:00,3.9,28.9,38.8,2.7,0,0,258,1.4,,,,,,,,,,,,,,,,,,,35
3/29/2013 3:30,2.9,17.1,57,2.7,0,0,271,2.1,,,,,,,,,,,,,,,,,,,36
3/29/2013 4:00,2.4,16.7,58.8,2.3,0,0,281,2.5,,,,,,,,,,,,,,,,,,,38
3/29/2013 4:30,2.6,14.1,66.1,2.2,0,0,276,2.2,,,,,,,,,,,,,,,,,,,40
3/29/2013 5:00,3.4,18.1,61.9,2.1,0,0,278,2.1,,,,,,,,,,,,,,,,,,,42
3/29/2013 5:30,3.9,23.7,53.3,2.2,0,0,277,1.1,,,,,,,,,,,,,,,,,,,44
3/29/2013 6:00,5.8,29.7,46.2,2.1,0,0,303,0.3,,,,,,,,,,,,,,,,,,,46
3/29/2013 6:30,3.3,24.8,50,1.9,5,0,190,1,,,,,,,,,,,,,,,,,,,47
3/29/2013 7:00,2.8,26.7,47.3,1.7,13,0,171,1.3,,,,,,,,,,,,,,,,,,,48
3/29/2013 7:30,3.4,23.6,50.5,1.4,43,0,169,1.5,,,,,,,,,,,,,,,,,,,50
3/29/2013 8:00,4.1,24.6,50,1.3,132,0,151,0.9,,,,,,,,,,,,,,,,,,,50
3/29/2013 8:30,6.7,28,46.1,1.8,183,0,175,1.3,,,,,,,,,,,,,,,,,,,50
3/29/2013 9:00,9,34.8,41.7,1.8,232,0,168,1.7,,,,,,,,,,,,,,,,,,,50
3/29/2013 9:30,11.4,33.7,41.9,2.4,368,0,166,2.1,,,,,,,,,,,,,,,,,,,50
3/29/2013 10:00,10.1,29.3,49.1,3,457,0,188,1.7,,,,,,,,,,,,,,,,,,,51
3/29/2013 10:30,10.4,24.8,58.2,3.8,503,0,177,0.9,,,,,,,,,,,,,,,,,,,51
3/29/2013 11:00,7.2,17.3,70.4,4.2,373,0,185,1,,,,,,,,,,,,,,,,,,,53
3/29/2013 11:30,3.4,15.3,79.3,4.6,262,0,160,1,,,,,,,,,,,,,,,,,,,54
3/29/2013 12:00,7.7,20.8,75.2,4.5,159,0,248,0.7,,,,,,,,,,,,,,,,,,,55
3/29/2013 12:30,13.3,25.2,71.9,4.6,280,0,278,1.6,,,,,,,,,,,,,,,,,,,56
3/29/2013 13:00,11.1,31.1,68.7,4.6,128,0,289,1.3,,,,,,,,,,,,,,,,,,,56
3/29/2013 13:30,5.1,22,74.2,4.8,141,0,184,0.5,,,,,,,,,,,,,,,,,,,58
3/29/2013 14:00,13.9,24.4,74.7,5.1,287,0,198,0.2,,,,,,,,,,,,,,,,,,,59
3/29/2013 14:30,10.7,27.3,77.2,5.7,311,0,198,0.7,,,,,,,,,,,,,,,,,,,61
3/29/2013 15:00,10.7,26.1,76.7,5.9,344,0,307,0.9,,,,,,,,,,,,,,,,,,,63
3/29/2013 15:30,6.1,22,81.6,6.5,472,0,349,1.5,,,,,,,,,,,,,,,,,,,65
3/29/2013 16:00,9.1,28.8,75.9,6.4,285,0,338,1.2,,,,,,,,,,,,,,,,,,,66
3/29/2013 16:30,8.1,25.5,75.5,6,188,0,328,2.4,,,,,,,,,,,,,,,,,,,68
3/29/2013 17:00,6.4,22.4,75.3,5.7,185,0,331,2.2,,,,,,,,,,,,,,,,,,,70
3/29/2013 17:30,7.7,26.1,73.3,5.4,110,0,345,2.1,,,,,,,,,,,,,,,,,,,72
3/29/2013 18:00,7.8,26.3,74.3,5.1,61,0,327,1.6,,,,,,,,,,,,,,,,,,,74
3/29/2013 18:30,6.7,23.4,74.2,4.8,26,0,320,2,,,,,,,,,,,,,,,,,,,75
3/29/2013 19:00,8.3,31.3,67,4.6,7,0,324,1.3,,,,,,,,,,,,,,,,,,,75
3/29/2013 19:30,8.2,31.7,64.5,4.4,0,0,354,1.2,,,,,,,,,,,,,,,,,,,74
3/29/2013 20:00,2.7,20.8,76.6,3.9,0,0,50,0.8,,,,,,,,,,,,,,,,,,,74
3/29/2013 20:30,3.9,25.6,70.7,3.6,0,0,28,0.7,,,,,,,,,,,,,,,,,,,74
3/29/2013 21:00,2.7,21.2,72.9,3.3,0,0,20,0.4,,,,,,,,,,,,,,,,,,,74
3/29/2013 21:30,3.3,28.3,62.1,3,0,0,19,0.4,,,,,,,,,,,,,,,,,,,73
3/29/2013 22:00,10.5,42.3,43.7,2.7,0,0,280,0.7,,,,,,,,,,,,,,,,,,,71
3/29/2013 22:30,4.4,32.7,49.1,2.7,0,0,39,0.1,,,,,,,,,,,,,,,,,,,70
3/29/2013 23:00,13.8,45.5,37.2,2.5,0,0,271,0.6,,,,,,,,,,,,,,,,,,,67
3/29/2013 23:30,7.7,44.7,33.6,2.1,0,0,21,0.3,,,,,,,,,,,,,,,,,,,64
3/30/2013 0:00,7.3,57.4,18.5,1.5,0,0,317,0.8,,,,,,,,,,,,,,,,,,,61
3/30/2013 0:30,8.7,65,13,1.3,0,0,321,0.4,,,,,,,,,,,,,,,,,,,57
3/30/2013 1:00,7,59.6,13.6,1,0,0,297,0.5,,,,,,,,,,,,,,,,,,,53
3/30/2013 1:30,5,58,9.6,0.4,0,0,316,0.9,,,,,,,,,,,,,,,,,,,49
3/30/2013 2:00,8.7,61,4.5,-0.2,0,0,313,0.5,,,,,,,,,,,,,,,,,,,44
3/30/2013 2:30,,,3.5,-0.3,0,0,286,0.7,,,,,,,,,,,,,,,,,,,40
3/30/2013 3:00,11.9,70.9,3.1,-0.5,0,0,306,0.8,,,,,,,,,,,,,,,,,,,36
3/30/2013 3:30,13.7,61.9,,-0.7,0,0,309,0.5,,,,,,,,,,,,,,,,,,,34
3/30/2013 4:00,16.9,60.6,3,-0.9,0,0,316,0.7,,,,,,,,,,,,,,,,,,,29
3/30/2013 4:30,14.4,60.2,3.6,-0.7,0,0,311,0.5,,,,,,,,,,,,,,,,,,,25
3/30/2013 5:00,8.3,56.9,3,-0.6,0,0,351,0.3,,,,,,,,,,,,,,,,,,,20
3/30/2013 5:30,10.4,56.5,4.3,-0.6,0,0,302,0.6,,,,,,,,,,,,,,,,,,,16
3/30/2013 6:00,16.7,57.1,6.1,-0.4,0,0,277,0.6,,,,,,,,,,,,,,,,,,,14
3/30/2013 6:30,20.8,55.9,3.9,0.1,6,0,214,0.3,,,,,,,,,,,,,,,,,,,11
3/30/2013 7:00,17.9,56.7,5.4,0.2,22,0,320,0.7,,,,,,,,,,,,,,,,,,,9
3/30/2013 7:30,28.7,55.4,8.8,0.3,56,0,287,0.4,,,,,,,,,,,,,,,,,,,7
3/30/2013 8:00,26.7,48.1,13.1,0.6,91,0,307,0.7,,,,,,,,,,,,,,,,,,,7
3/30/2013 8:30,24.7,46.1,17.4,1.1,153,0,312,1,,,,,,,,,,,,,,,,,,,7
3/30/2013 9:00,26.4,42.1,26,2.2,194,0,277,1.2,,,,,,,,,,,,,,,,,,,8
3/30/2013 9:30,18.7,40.5,41.6,3.4,265,0,270,0.9,,,,,,,,,,,,,,,,,,,10
3/30/2013 10:00,19.4,37.9,50.6,4.4,286,0,266,1.1,,,,,,,,,,,,,,,,,,,13
3/30/2013 10:30,14.9,35.2,57.5,5.3,315,0,201,1.1,,,,,,,,,,,,,,,,,,,16
3/30/2013 11:00,12,24.7,68.2,6,353,0,260,0.1,,,,,,,,,,,,,,,,,,,21
3/30/2013 11:30,3.7,12.8,80.7,6.8,304,0,94,1.2,,,,,,,,,,,,,,,,,,,25
3/30/2013 12:00,3,10.5,84.6,6.9,285,0,84,1.7,,,,,,,,,,,,,,,,,,,30
3/30/2013 12:30,6.4,19.6,85.1,7.7,363,0,98,0.6,,,,,,,,,,,,,,,,,,,35
3/30/2013 13:00,5.5,15.6,87.3,7.6,200,0,44,0.7,,,,,,,,,,,,,,,,,,,40
3/30/2013 13:30,6.8,16.3,86.7,7.7,198,0,29,1,,,,,,,,,,,,,,,,,,,45
3/30/2013 14:00,5.1,15.2,88.7,7.8,194,0,42,0.9,,,,,,,,,,,,,,,,,,,50
3/30/2013 14:30,8.1,23.1,79.2,8,149,0,345,1.2,,,,,,,,,,,,,,,,,,,55
3/30/2013 15:00,9.3,22.9,74.1,7.6,175,0,327,2.3,,,,,,,,,,,,,,,,,,,59
3/30/2013 15:30,6.8,21.6,76.1,7.5,112,0,342,1.9,,,,,,,,,,,,,,,,,,,64
3/30/2013 16:00,10.5,26,75.2,7.4,98,0,342,2.2,,,,,,,,,,,,,,,,,,,67
3/30/2013 16:30,7.4,24.7,77.4,7.1,73,0,332,2,,,,,,,,,,,,,,,,,,,71
3/30/2013 17:00,8.2,21.4,79.5,6.9,67,0,351,2.1,,,,,,,,,,,,,,,,,,,75
3/30/2013 17:30,6.4,18.6,81.3,6.3,31,0,355,3,,,,,,,,,,,,,,,,,,,77
3/30/2013 18:00,7.7,23,77.5,6,30,0,351,2.3,,,,,,,,,,,,,,,,,,,79
3/30/2013 18:30,6.8,20.2,79.8,5.6,13,0,347,2.4,,,,,,,,,,,,,,,,,,,80
3/30/2013 19:00,6.4,20.7,80.3,5.2,4,0,355,2.5,,,,,,,,,,,,,,,,,,,81
3/30/2013 19:30,7,23.2,77.2,4.8,0,0,349,1.6,,,,,,,,,,,,,,,,,,,81
3/30/2013 20:00,6.2,21.3,78.8,4.5,0,0,346,2.2,,,,,,,,,,,,,,,,,,,80
3/30/2013 20:30,7.1,21.8,76.6,4.3,0,0,345,1.6,,,,,,,,,,,,,,,,,,,80
3/30/2013 21:00,3.6,18.5,78.8,4.1,0,0,358,1.7,,,,,,,,,,,,,,,,,,,79
3/30/2013 21:30,3.4,16.1,81.5,4,0,0,356,1.8,,,,,,,,,,,,,,,,,,,79
3/30/2013 22:00,5.2,16.3,81,3.9,0,0,353,1.7,,,,,,,,,,,,,,,,,,,78
3/30/2013 22:30,4.4,15.4,81.9,3.8,0,0,13,1.3,,,,,,,,,,,,,,,,,,,79
3/30/2013 23:00,6.2,19.6,77.7,3.8,0,0,359,0.8,,,,,,,,,,,,,,,,,,,79
3/30/2013 23:30,6.7,19.4,76.7,3.7,0,0,343,1,,,,,,,,,,,,,,,,,,,79
3/31/2013 0:00,3.7,16.5,72.2,3.2,0,0,308,1.6,,,,,,,,,,,,,,,,,,,79
3/31/2013 0:30,4.7,19.5,65.3,2.7,0,0,310,1.7,,,,,,,,,,,,,,,,,,,78
3/31/2013 1:00,4.3,24.1,61,2.3,0,0,306,1.9,,,,,,,,,,,,,,,,,,,77
3/31/2013 1:30,2.9,23.9,58.5,1.8,0,0,313,1.6,,,,,,,,,,,,,,,,,,,75
3/31/2013 2:00,2.6,23.2,59.5,1.5,0,0,326,1.8,,,,,,,,,,,,,,,,,,,74
3/31/2013 2:30,5.7,23,58.7,1.3,0,0,308,1.8,,,,,,,,,,,,,,,,,,,73
3/31/2013 3:00,3.2,19.9,60.8,1,0,0,320,2,,,,,,,,,,,,,,,,,,,72
3/31/2013 3:30,,,59.6,0.6,0,0,327,1.4,,,,,,,,,,,,,,,,,,,71
3/31/2013 4:00,3.4,29,55.5,0,0,0,325,1.2,,,,,,,,,,,,,,,,,,,69
3/31/2013 4:30,3.1,22,,-0.5,0,0,321,1.4,,,,,,,,,,,,,,,,,,,69
3/31/2013 5:00,4,23.1,51.5,-0.6,0,0,328,1.2,,,,,,,,,,,,,,,,,,,67
3/31/2013 5:30,4.9,24.2,50.5,-0.7,0,0,321,0.9,,,,,,,,,,,,,,,,,,,65
3/31/2013 6:00,3.4,25.4,50.9,-0.8,0,0,335,1.4,,,,,,,,,,,,,,,,,,,63
3/31/2013 6:30,3.2,26.3,44.5,-0.8,6,0,10,0.8,,,,,,,,,,,,,,,,,,,60
3/31/2013 7:00,4.7,27.5,42.4,-0.5,20,0,337,0.9,,,,,,,,,,,,,,,,,,,58
3/31/2013 7:30,3.1,22.5,47,0.1,45,0,4,0.5,,,,,,,,,,,,,,,,,,,56
3/31/2013 8:00,3,18.2,60.3,0.8,74,0,326,1.5,,,,,,,,,,,,,,,,,,,55
3/31/2013 8:30,5,14.4,67,1.2,87,0,321,1.8,,,,,,,,,,,,,,,,,,,55
3/31/2013 9:00,3.9,15.5,70.1,1.5,126,0,319,1.8,,,,,,,,,,,,,,,,,,,56
3/31/2013 9:30,5.1,13.5,72.7,1.8,239,0,307,2.1,,,,,,,,,,,,,,,,,,,57
3/31/2013 10:00,5.9,14.4,73.4,2.2,179,0,302,1.7,,,,,,,,,,,,,,,,,,,58
3/31/2013 10:30,7.8,20.8,74.8,2.6,256,0,273,1.3,,,,,,,,,,,,,,,,,,,59
3/31/2013 11:00,9.4,22.4,79.1,3.1,189,0,246,1.3,,,,,,,,,,,,,,,,,,,60
3/31/2013 11:30,6.5,17.5,85.8,3.8,325,0,316,1.1,,,,,,,,,,,,,,,,,,,62
3/31/2013 12:00,5.6,13.6,91.9,4.3,216,0,333,1.6,,,,,,,,,,,,,,,,,,,64
3/31/2013 12:30,5,13.1,93.8,4.4,238,0,93,0.4,,,,,,,,,,,,,,,,,,,66
3/31/2013 13:00,6.7,16,95.9,4.3,163,0,321,1.8,,,,,,,,,,,,,,,,,,,69
3/31/2013 13:30,10.5,20.2,95.2,4.5,315,0,314,1.6,,,,,,,,,,,,,,,,,,,72
3/31/2013 14:00,5,13.3,98.2,5,345,0,355,2.4,,,,,,,,,,,,,,,,,,,75
3/31/2013 14:30,7.5,15.3,96.3,4.9,323,0,355,1.8,,,,,,,,,,,,,,,,,,,78
3/31/2013 15:00,4.3,11,101.3,4.8,263,0,14,1.9,,,,,,,,,,,,,,,,,,,81
3/31/2013 15:30,5.6,14,98.3,5,243,0,350,1.8,,,,,,,,,,,,,,,,,,,85
3/31/2013 16:00,6.5,14.7,93.2,4.6,236,0,336,2.7,,,,,,,,,,,,,,,,,,,87
3/31/2013 16:30,6.2,14.4,94.8,4.7,303,0,356,2.5,,,,,,,,,,,,,,,,,,,88
3/31/2013 17:00,5.4,14.3,96.6,4.7,265,0,0,2,,,,,,,,,,,,,,,,,,,90
3/31/2013 17:30,3.9,9.8,97,4.9,237,0,17,1.8,,,,,,,,,,,,,,,,,,,92
3/31/2013 18:00,4.4,13.1,95.9,4.7,133,0,7,2.1,,,,,,,,,,,,,,,,,,,93
3/31/2013 18:30,4.6,16.4,91.1,3.9,45,0,356,2,,,,,,,,,,,,,,,,,,,94
3/31/2013 19:00,3.8,14.7,89.8,3.4,13,0,1,1.8,,,,,,,,,,,,,,,,,,,95
3/31/2013 19:30,3.2,15.7,87.4,2.8,0,0,3,1.4,,,,,,,,,,,,,,,,,,,95
3/31/2013 20:00,1.9,14.7,82.9,2.1,0,0,36,0.8,,,,,,,,,,,,,,,,,,,94
3/31/2013 20:30,2.3,18,75.2,1.4,0,0,27,0.4,,,,,,,,,,,,,,,,,,,93
3/31/2013 21:00,4.3,27.5,61.3,0.9,0,0,23,0.3,,,,,,,,,,,,,,,,,,,91
3/31/2013 21:30,13.1,64.8,32.9,0.6,0,0,267,0.2,,,,,,,,,,,,,,,,,,,87
3/31/2013 22:00,6.1,40,50.5,0.9,0,0,301,0.1,,,,,,,,,,,,,,,,,,,84
3/31/2013 22:30,8.1,32.3,66.8,1.7,0,0,347,0.2,,,,,,,,,,,,,,,,,,,82
3/31/2013 23:00,3.8,21.5,74.4,1.5,0,0,345,0.5,,,,,,,,,,,,,,,,,,,81
3/31/2013 23:30,2.5,12.5,86.8,1.8,0,0,48,0.9,,,,,,,,,,,,,,,,,,,80
4/1/2013 0:00,3.7,18.3,79,1.7,0,0,336,0.8,,,,,,,,,,,,,,,,,,,79
4/1/2013 0:30,2.6,13.4,82.5,1.4,0,0,9,0.5,,,,,,,,,,,,,,,,,,,78
4/1/2013 1:00,4.5,17.9,75.6,1.3,0,0,324,0.4,,,,,,,,,,,,,,,,,,,77
4/1/2013 1:30,3.3,15.9,,1.1,0,0,18,0.3,,,,,,,,,,,,,,,,,,,75
4/1/2013 2:00,2.4,17.2,73.9,0.5,0,0,359,0.7,,,,,,,,,,,,,,,,,,,74
4/1/2013 2:30,5.1,25.3,67.8,0.1,0,0,18,0.3,,,,,,,,,,,,,,,,,,,72
4/1/2013 3:00,3.1,20.8,64.4,-0.1,0,0,313,0.9,,,,,,,,,,,,,,,,,,,71
4/1/2013 3:30,1.8,19.6,57,-0.7,0,0,66,0.3,,,,,,,,,,,,,,,,,,,69
4/1/2013 4:00,6.6,31.3,52.5,-0.8,0,0,312,0.7,,,,,,,,,,,,,,,,,,,67
4/1/2013 4:30,,,55.4,-0.8,0,0,286,0.5,,,,,,,,,,,,,,,,,,,65
4/1/2013 5:00,6.1,32,60.8,-1,0,0,318,0.9,,,,,,,,,,,,,,,,,,,65
4/1/2013 5:30,5.2,26.3,54.7,-1.3,0,0,298,0.2,,,,,,,,,,,,,,,,,,,67
4/1/2013 6:00,7.5,22.4,61.4,-1.2,0,0,318,0.6,,,,,,,,,,,,,,,,,,,68
4/1/2013 6:30,3,12.7,73.1,-0.8,12,0,360,1.2,,,,,,,,,,,,,,,,,,,68
4/1/2013 7:00,6.4,24.9,59.4,-1.3,35,0,319,1,,,,,,,,,,,,,,,,,,,67
4/1/2013 7:30,4,14.2,78.9,-0.3,96,0,54,0.8,,,,,,,,,,,,,,,,,,,66
4/1/2013 8:00,1.8,5.2,92.1,0.6,162,0,74,3.9,,,,,,,,,,,,,,,,,,,67
4/1/2013 8:30,2.1,5.6,94.3,1.2,308,0,78,4,,,,,,,,,,,,,,,,,,,68
4/1/2013 9:00,2.5,5,95.3,2.3,400,0,89,2.8,,,,,,,,,,,,,,,,,,,69
4/1/2013 9:30,2.3,4.8,97.4,2.8,481,0,96,3.5,,,,,,,,,,,,,,,,,,,71
4/1/2013 10:00,2.3,5.6,97.3,3.4,559,0,90,2.7,,,,,,,,,,,,,,,,,,,73
4/1/2013 10:30,2.7,5.8,98.6,4.3,636,0,115,2,,,,,,,,,,,,,,,,,,,75
4/1/2013 11:00,2.2,4.1,103.4,4.8,701,0,108,3,,,,,,,,,,,,,,,,,,,77
4/1/2013 11:30,2.4,4.5,102.3,5.4,746,0,105,2.6,,,,,,,,,,,,,,,,,,,80
4/1/2013 12:00,2.6,4.4,103.4,5.7,779,0,98,3.2,,,,,,,,,,,,,,,,,,,83
4/1/2013 12:30,2.7,4.6,102.6,5.9,739,0,90,2.4,,,,,,,,,,,,,,,,,,,86
4/1/2013 13:00,2.4,4,103.5,6,739,0,87,2.7,,,,,,,,,,,,,,,,,,,89
4/1/2013 13:30,2.4,4.7,101.6,6.5,736,0,106,2.9,,,,,,,,,,,,,,,,,,,92
4/1/2013 14:00,2.1,4.8,99.9,6.6,677,0,104,2.7,,,,,,,,,,,,,,,,,,,94
4/1/2013 14:30,2.2,3.8,99.7,6.5,607,0,90,2.6,,,,,,,,,,,,,,,,,,,96
4/1/2013 15:00,2.3,4,99.6,6.6,533,0,79,3.1,,,,,,,,,,,,,,,,,,,98
4/1/2013 15:30,2.3,4.5,98.6,6.6,446,0,104,2.8,,,,,,,,,,,,,,,,,,,99
4/1/2013 16:00,2.3,4.1,99.6,6.6,476,0,64,2.6,,,,,,,,,,,,,,,,,,,100
4/1/2013 16:30,2.6,4.7,99.8,6.8,402,0,66,2.7,,,,,,,,,,,,,,,,,,,100
4/1/2013 17:00,2.2,4.1,99.2,6.4,298,0,84,3.1,,,,,,,,,,,,,,,,,,,100
4/1/2013 17:30,2.5,5.1,97.7,6.2,233,0,88,2.7,,,,,,,,,,,,,,,,,,,100
4/1/2013 18:00,2.8,6.9,97.1,6.2,170,0,44,1.8,,,,,,,,,,,,,,,,,,,100
4/1/2013 18:30,2.4,6.2,96.2,5.9,80,0,34,1.7,,,,,,,,,,,,,,,,,,,100
4/1/2013 19:00,4.1,10.6,92.6,5.4,19,0,33,1,,,,,,,,,,,,,,,,,,,100
4/1/2013 19:30,2.8,9.8,92.3,4.8,0,0,43,0.9,,,,,,,,,,,,,,,,,,,99
4/1/2013 20:00,2.6,9.2,92,4.4,0,0,27,1.4,,,,,,,,,,,,,,,,,,,98
4/1/2013 20:30,3.8,10.2,88,4.1,0,0,8,1.1,,,,,,,,,,,,,,,,,,,97
4/1/2013 21:00,4.3,13.7,89.1,3.8,0,0,357,1.1,,,,,,,,,,,,,,,,,,,96
4/1/2013 21:30,5,11.3,87.8,3.5,0,0,355,0.6,,,,,,,,,,,,,,,,,,,96
4/1/2013 22:00,4.5,10.6,89.2,3.2,0,0,323,0.8,,,,,,,,,,,,,,,,,,,95
4/1/2013 22:30,2.7,9.1,89.6,2.9,0,0,30,0.7,,,,,,,,,,,,,,,,,,,94
4/1/2013 23:00,2.1,5.9,93.8,2.8,0,0,66,1.1,,,,,,,,,,,,,,,,,,,94
4/1/2013 23:30,2.3,6.3,93.5,2.5,0,0,83,1.5,,,,,,,,,,,,,,,,,,,94
4/2/2013 0:00,2.1,5.1,93.8,2.3,0,0,105,1.2,,,,,,,,,,,,,,,,,,,93
4/2/2013 0:30,3.8,9.4,90.7,2.2,0,0,319,1,,,,,,,,,,,,,,,,,,,93
4/2/2013 1:00,2.7,6.1,92.1,1.9,0,0,312,1.4,,,,,,,,,,,,,,,,,,,92
4/2/2013 1:30,,,90.9,1.6,0,0,305,1.2,,,,,,,,,,,,,,,,,,,92
4/2/2013 2:00,2.3,12.9,90.9,1.5,0,0,206,0.5,,,,,,,,,,,,,,,,,,,91
4/2/2013 2:30,2.3,7.6,,1.3,0,0,326,0.6,,,,,,,,,,,,,,,,,,,91
4/2/2013 3:00,2,6.6,87.3,0.8,0,0,319,0.5,,,,,,,,,,,,,,,,,,,91
4/2/2013 3:30,2,6.1,85.8,0.5,0,0,312,0.6,,,,,,,,,,,,,,,,,,,90
4/2/2013 4:00,2.6,8.7,83.8,0.4,0,0,326,1.1,,,,,,,,,,,,,,,,,,,90
4/2/2013 4:30,4.1,14.7,73.1,0,0,0,298,0.5,,,,,,,,,,,,,,,,,,,89
4/2/2013 5:00,3.1,15.3,73.6,-0.2,0,0,13,0.7,,,,,,,,,,,,,,,,,,,88
4/2/2013 5:30,4.8,17.9,69.8,-0.2,0,0,49,0.5,,,,,,,,,,,,,,,,,,,87
4/2/2013 6:00,4.3,17,68.2,-0.5,0,0,38,0.5,,,,,,,,,,,,,,,,,,,85
4/2/2013 6:30,13,41.5,55.9,-0.1,13,0,333,0.4,,,,,,,,,,,,,,,,,,,83
4/2/2013 7:00,49.3,65.5,45.3,0.2,40,0,294,1,,,,,,,,,,,,,,,,,,,80
4/2/2013 7:30,29.3,53,54.7,0.7,104,0,277,0.2,,,,,,,,,,,,,,,,,,,77
4/2/2013 8:00,34.6,44.4,62.1,1.2,169,0,309,1,,,,,,,,,,,,,,,,,,,75
4/2/2013 8:30,21.8,30.6,66.3,1.8,307,0,323,0.7,,,,,,,,,,,,,,,,,,,73
4/2/2013 9:00,6.1,13,80.1,2.5,392,0,49,1.9,,,,,,,,,,,,,,,,,,,73
4/2/2013 9:30,4.1,8.1,83.6,3.5,476,0,57,1.8,,,,,,,,,,,,,,,,,,,72
4/2/2013 10:00,3.8,7.6,85,4.2,547,0,84,2,,,,,,,,,,,,,,,,,,,72
4/2/2013 10:30,3.5,7.4,89.2,5,599,0,80,2.6,,,,,,,,,,,,,,,,,,,73
4/2/2013 11:00,2.9,6.1,91.2,5.3,608,0,87,2.7,,,,,,,,,,,,,,,,,,,73
4/2/2013 11:30,4.7,9.6,88.7,6.4,728,0,92,2.1,,,,,,,,,,,,,,,,,,,73
4/2/2013 12:00,3.3,6.9,91.9,6.5,744,0,70,2.9,,,,,,,,,,,,,,,,,,,74
4/2/2013 12:30,4.2,10.2,89.7,7.4,740,0,81,1.8,,,,,,,,,,,,,,,,,,,75
4/2/2013 13:00,4.9,9.5,90.3,7.7,817,0,52,2.1,,,,,,,,,,,,,,,,,,,76
4/2/2013 13:30,3.9,7.4,93.3,7.6,586,0,46,2.3,,,,,,,,,,,,,,,,,,,77
4/2/2013 14:00,3.3,7.3,92.6,8.3,734,0,128,2.6,,,,,,,,,,,,,,,,,,,79
4/2/2013 14:30,3.9,8.4,92.7,8.2,466,0,92,2.1,,,,,,,,,,,,,,,,,,,81
4/2/2013 15:00,2.4,6,95.2,8,389,0,85,2.4,,,,,,,,,,,,,,,,,,,84
4/2/2013 15:30,2.7,7.1,94.4,8.9,566,0,105,2.5,,,,,,,,,,,,,,,,,,,87
4/2/2013 16:00,3.4,8,94.1,9.2,438,0,109,2.2,,,,,,,,,,,,,,,,,,,89
4/2/2013 16:30,3.2,7.2,95.7,8.9,287,0,69,2.5,,,,,,,,,,,,,,,,,,,90
4/2/2013 17:00,3.2,9.6,93.9,8.9,198,0,48,1.4,,,,,,,,,,,,,,,,,,,91
4/2/2013 17:30,3.1,9,94.7,8.7,123,0,49,2.1,,,,,,,,,,,,,,,,,,,92
4/2/2013 18:00,3,10,94,8.5,81,0,47,1.6,,,,,,,,,,,,,,,,,,,93
4/2/2013 18:30,1.8,8.4,95.2,8.3,29,0,57,1.7,,,,,,,,,,,,,,,,,,,93
4/2/2013 19:00,2.1,8.3,93.6,8,8,0,68,1.6,,,,,,,,,,,,,,,,,,,93
4/2/2013 19:30,2,9.1,92.5,7.8,0,0,49,1.4,,,,,,,,,,,,,,,,,,,93
