Datum ,NO (µg/m³),NO2 (µg/m³),Ozon (µg/m³),Temperatur (°C),Globalstrahlung (W/m²),Niederschlag (mm),Windrichtung (°),Windgeschwindigkeit (m/s),Taupunkt (°C),,NO (µg/m³),NO Max,NO2 (µg/m³),NO2 Max,Ozon (µg/m³),Ozon Max,Temperatur (°C),Globalstrahlung (W/m²),Niederschlag (mm),Temperatur (°C),Temperatur (°C),Ozon 8h-Mittel,
1/17/2010 0:30,83,63.7,1.44,-3.61,0,0,178,1.31,-4.5,,,,,,,,,,,,,,1
1/17/2010 1:00,84,63.08,1.64,-3.98,0,0,186,1.1,-4.88,,,,,,,,,,,,,,1
1/17/2010 1:30,80,62.32,1.71,-4.34,0,0,178,0.86,-5.26,,,,,,,,,,,,,,1
1/17/2010 2:00,80,61.28,0.87,-3.59,0,0,172,1.26,-4.51,,,,,,,,,,,,,,1
1/17/2010 2:30,56,58.91,0.68,-2.14,0,0,164,1.57,-3.09,,,,,,,,,,,,,,1
1/17/2010 3:00,58,56.68,0,-1.85,0,0,138,0.55,-2.85,,,,,,,,,,,,,,1
1/17/2010 3:30,63,62.31,0.3,-1.96,0,0,216,0.45,-2.99,,,,,,,,,,,,,,1
1/17/2010 4:00,,,,-2.06,0,0,98,0.89,-3.12,,,,,,,,,,,,,,1
1/17/2010 4:30,81,58.5,1.05,-3.32,0,0,338,0.77,-4.43,,,,,,,,,,,,,,1
1/17/2010 5:00,85,56.58,0.88,-3.42,0,0,313,0.32,-4.55,,,,,,,,,,,,,,1
1/17/2010 5:30,55,53.9,0.42,-1.81,0,0,110,1.21,-2.98,,,,,,,,,,,,,,1
1/17/2010 6:00,24,50.69,0,-0.59,0,0,130,1.7,-2.27,,,,,,,,,,,,,,1
1/17/2010 6:30,29,51.76,0.3,-0.09,0,0,141,1.62,-2.41,,,,,,,,,,,,,,1
1/17/2010 7:00,22,51.46,0.72,0.04,0,0,131,1.78,-2.79,,,,,,,,,,,,,,1
1/17/2010 7:30,26,52.17,0.13,0.16,0,0,141,1.83,-2.91,,,,,,,,,,,,,,1
1/17/2010 8:00,19,51.44,0.31,0.37,0,0,138,1.71,-2.96,,,,,,,,,,,,,,1
1/17/2010 8:30,26,50.37,1.14,0.04,5,0,146,1.96,-3.26,,,,,,,,,,,,,,1
1/17/2010 9:00,31,51.34,1.18,0.18,8,0,139,1.46,-3.15,,,,,,,,,,,,,,1
1/17/2010 9:30,27,50.05,1.59,0.32,15,0,131,1.62,-3.12,,,,,,,,,,,,,,1
1/17/2010 10:00,31,50.77,2.23,0.45,29,0,136,1.11,-3.08,,,,,,,,,,,,,,1
1/17/2010 10:30,46,54.51,2.85,0.58,52,0,141,1.2,-2.98,,,,,,,,,,,,,,1
1/17/2010 11:00,49,52.9,3.98,1.14,84,0,150,1.43,-2.81,,,,,,,,,,,,,,1
1/17/2010 11:30,45,55.15,5.24,1.57,90,0,153,1.41,-2.72,,,,,,,,,,,,,,1
1/17/2010 12:00,54,57.72,7.72,2.19,159,0,159,1.11,-2.33,,,,,,,,,,,,,,2
1/17/2010 12:30,41,54.33,13.96,3.68,245,0,154,1.56,-2.03,,,,,,,,,,,,,,3
1/17/2010 13:00,22,48.89,18.31,4.34,168,0,180,1.68,-2.21,,,,,,,,,,,,,,4
1/17/2010 13:30,20,55.09,12.71,3.85,74,0,159,1.77,-2.38,,,,,,,,,,,,,,5
1/17/2010 14:00,17,57.53,8.54,3.81,38,0,144,1.59,-2.16,,,,,,,,,,,,,,5
1/17/2010 14:30,15,62.61,9.21,4.01,28,0,155,1.71,-1.86,,,,,,,,,,,,,,6
1/17/2010 15:00,9,60.29,11.05,4.16,20,0,157,2.15,-1.64,,,,,,,,,,,,,,6
1/17/2010 15:30,8,58.86,10.6,4.31,21,0,153,2.08,-1.42,,,,,,,,,,,,,,7
1/17/2010 16:00,13,62.79,9.46,4.33,19,0,156,1.55,-1.19,,,,,,,,,,,,,,7
1/17/2010 16:30,12,66.72,6.14,4.47,8,0,153,1.78,-1,,,,,,,,,,,,,,8
1/17/2010 17:00,9,65.64,4.33,4.49,3,0,155,1.55,-0.88,,,,,,,,,,,,,,8
1/17/2010 17:30,18,71.44,1.56,4.61,0,0,175,1.63,-0.74,,,,,,,,,,,,,,8
1/17/2010 18:00,9,67.69,1.41,4.11,0,0,145,1.64,-0.33,,,,,,,,,,,,,,8
1/17/2010 18:30,19,69.47,0.45,4.16,0,0,159,1.37,-0.03,,,,,,,,,,,,,,8
1/17/2010 19:00,9,64.39,3.17,4.12,0,0.1,153,1.74,0.43,,,,,,,,,,,,,,8
1/17/2010 19:30,5,59.85,3.97,3.81,0,0.05,140,1.27,0.65,,,,,,,,,,,,,,8
1/17/2010 20:00,5,57.85,5.55,3.95,0,0,141,1.09,0.58,,,,,,,,,,,,,,8
1/17/2010 20:30,5,56.92,5.31,4.04,0,0,140,1.02,0.57,,,,,,,,,,,,,,7
1/17/2010 21:00,2,51.87,7.8,4.08,0,0,138,1.24,0.86,,,,,,,,,,,,,,6
1/17/2010 21:30,2,49.84,9.94,4.15,0,0,137,1.55,0.94,,,,,,,,,,,,,,6
1/17/2010 22:00,1,45.23,13.72,4.5,0,0,157,2.14,1.02,,,,,,,,,,,,,,6
1/17/2010 22:30,2,44.77,14.59,4.46,0,0,166,1.92,0.84,,,,,,,,,,,,,,7
1/17/2010 23:00,2,44.39,14.74,4.46,0,0,167,1.88,0.82,,,,,,,,,,,,,,7
1/17/2010 23:30,1,42.97,15.42,4.68,0,0,155,1.59,0.9,,,,,,,,,,,,,,7
1/18/2010 0:00,1,41.18,17.61,4.86,0,0,137,0.96,0.99,,,,,,,,,,,,,,8
1/18/2010 0:30,3,42.22,16.88,5.04,0,0,136,0.59,1.09,,,,,,,,,,,,,,9
1/18/2010 1:00,1,33.75,20.77,5.19,0,0,131,0.93,0.97,,,,,,,,,,,,,,10
1/18/2010 1:30,0,32.54,21.49,4.86,0,0,131,1.21,0.72,,,,,,,,,,,,,,11
1/18/2010 2:00,0,28.15,27.32,4.58,0,0,143,1.7,0.57,,,,,,,,,,,,,,12
1/18/2010 2:30,0,30.58,24.46,4.52,0,0,143,1.09,0.4,,,,,,,,,,,,,,14
1/18/2010 3:00,0,35.62,20.9,4.81,0,0,134,1.03,0.5,,,,,,,,,,,,,,15
1/18/2010 3:30,0,38.2,17.56,4.38,0,0,123,1.1,0.14,,,,,,,,,,,,,,16
1/18/2010 4:00,1,40.04,12.15,3.6,0,0,124,1.16,-0.11,,,,,,,,,,,,,,16
1/18/2010 4:30,0,30.29,28.47,4.16,0,0,150,1.83,0.32,,,,,,,,,,,,,,18
1/18/2010 5:00,0,25.91,31.55,4.71,0,0,135,1.46,0.22,,,,,,,,,,,,,,19
1/18/2010 5:30,1,32.3,21.64,4.22,0,0,132,1.53,0.11,,,,,,,,,,,,,,20
1/18/2010 6:00,1,27.13,33.5,4.57,0,0,142,1.92,0.25,,,,,,,,,,,,,,21
1/18/2010 6:30,0,24.81,32.99,4.67,0,0,122,2.28,-0.02,,,,,,,,,,,,,,22
1/18/2010 7:00,1,26.91,27.11,3.91,0,0,125,1.81,-0.19,,,,,,,,,,,,,,23
1/18/2010 7:30,1,21.22,39.35,4.68,0,0,122,1.76,-0.27,,,,,,,,,,,,,,25
1/18/2010 8:00,1,16.78,46.69,5.18,0,0,124,2.14,-0.57,,,,,,,,,,,,,,26
1/18/2010 8:30,4,28.13,30.6,4.46,3,0,128,1.46,-0.51,,,,,,,,,,,,,,27
1/18/2010 9:00,2,30.16,24.79,3.83,6,0,132,1.81,-0.53,,,,,,,,,,,,,,28
1/18/2010 9:30,2,27.9,28.43,4.19,11,0,124,2.03,-0.48,,,,,,,,,,,,,,28
1/18/2010 10:00,2,28.55,28.4,4.24,23,0,125,2.09,-0.63,,,,,,,,,,,,,,28
1/18/2010 10:30,3,32.54,22.51,4.34,19,0,129,1.59,-0.71,,,,,,,,,,,,,,28
1/18/2010 11:00,7,37.76,28.18,4.61,14,0.32,130,1.93,0.02,,,,,,,,,,,,,,28
1/18/2010 11:30,3,20.48,53.17,5.82,14,1.1,176,2.82,0.66,,,,,,,,,,,,,,31
1/18/2010 12:00,2,18.73,51.56,5.01,20,0.81,163,2.71,1.24,,,,,,,,,,,,,,33
1/18/2010 12:30,1,23.54,42.51,4.36,19,0.38,149,2.28,1.47,,,,,,,,,,,,,,34
1/18/2010 13:00,1,24.86,42.26,4.25,22,0.61,147,2.68,1.64,,,,,,,,,,,,,,35
1/18/2010 13:30,1,20.39,49.18,4.39,34,0.22,148,3.04,1.75,,,,,,,,,,,,,,36
1/18/2010 14:00,1,23.25,44.49,4.56,25,0.16,156,2.93,1.97,,,,,,,,,,,,,,37
1/18/2010 14:30,2,26.8,42.65,4.61,27,0.05,154,2.59,2.24,,,,,,,,,,,,,,38
1/18/2010 15:00,2,28.26,39.95,4.92,18,0.11,159,2.07,2.68,,,,,,,,,,,,,,38
1/18/2010 15:30,1,30.76,38.41,5,13,0.26,154,2.18,2.77,,,,,,,,,,,,,,38
1/18/2010 16:00,3,32.77,34.68,4.95,7,0.11,163,2.07,2.9,,,,,,,,,,,,,,38
1/18/2010 16:30,5,30.84,39.59,5.09,5,0.05,180,2.47,3.08,,,,,,,,,,,,,,38
1/18/2010 17:00,6,26.81,44.31,5.13,3,0.05,191,2.68,3.01,,,,,,,,,,,,,,39
1/18/2010 17:30,6,22.5,46.98,5.17,0,0,198,3.04,3,,,,,,,,,,,,,,41
1/18/2010 18:00,5,19.45,46.86,5.16,0,0.22,205,2.95,2.87,,,,,,,,,,,,,,42
1/18/2010 18:30,6,24.53,44.94,4.81,0,0,195,2,2.32,,,,,,,,,,,,,,43
1/18/2010 19:00,3,26.97,41.71,4.48,0,0,178,1.97,2.1,,,,,,,,,,,,,,44
1/18/2010 19:30,4,24.01,49,4.64,0,0,193,1.82,1.47,,,,,,,,,,,,,,44
1/18/2010 20:00,4,28.81,47.09,4.45,0,0,210,1.26,0.92,,,,,,,,,,,,,,43
1/18/2010 20:30,7,37.46,42.45,4.23,0,0,205,1.04,0.5,,,,,,,,,,,,,,43
1/18/2010 21:00,3,17.48,59.43,3.68,0,0,197,1.69,-0.02,,,,,,,,,,,,,,44
1/18/2010 21:30,2,26.52,48.73,3.13,0,0,173,1.6,0.04,,,,,,,,,,,,,,44
1/18/2010 22:00,1,24.19,50.76,2.71,0,0,169,1.65,0.09,,,,,,,,,,,,,,45
1/18/2010 22:30,0,23.28,46.71,2.61,0,0,151,1.18,0.2,,,,,,,,,,,,,,45
1/18/2010 23:00,0,27.36,42.14,2.75,0,0,154,1.32,0.46,,,,,,,,,,,,,,45
1/18/2010 23:30,,,,3.02,0,0.05,177,1.85,0.67,,,,,,,,,,,,,,46
1/19/2010 0:00,1,24.76,48.09,2.71,0,0.17,183,1.6,0.48,,,,,,,,,,,,,,47
1/19/2010 0:30,0,20.94,46.21,2.58,0,0,161,1.24,0.44,,,,,,,,,,,,,,47
1/19/2010 1:00,0,18.71,44.64,2.6,0,0,131,0.79,0.4,,,,,,,,,,,,,,47
1/19/2010 1:30,0,17.11,46.39,2.41,0,0,155,1.23,0.15,,,,,,,,,,,,,,47
1/19/2010 2:00,0,15.2,49.2,2.66,0,0,142,1.29,0.1,,,,,,,,,,,,,,47
1/19/2010 2:30,0,15.69,48.48,2.84,0,0,130,0.95,0.09,,,,,,,,,,,,,,47
1/19/2010 3:00,0,15.28,45.46,2.38,0,0,126,1.02,-0.36,,,,,,,,,,,,,,48
1/19/2010 3:30,0,17.25,42.52,2.2,0,0,120,1.21,-0.36,,,,,,,,,,,,,,47
1/19/2010 4:00,0,15.17,48.28,3,0,0,135,1.19,0.18,,,,,,,,,,,,,,47
1/19/2010 4:30,0,16.52,45.16,3.3,0,0,122,1.15,0.14,,,,,,,,,,,,,,47
1/19/2010 5:00,0,21,38.47,3.25,0,0,122,1.4,-0.1,,,,,,,,,,,,,,46
1/19/2010 5:30,0,20.85,37.84,2.84,0,0,116,1.72,-0.31,,,,,,,,,,,,,,45
1/19/2010 6:00,1,18.21,45.03,3.34,0,0,129,1.88,-0.3,,,,,,,,,,,,,,45
1/19/2010 6:30,1,21.91,39.38,3.26,0,0,118,2.16,-0.47,,,,,,,,,,,,,,44
1/19/2010 7:00,3,25.21,38.32,3.52,0,0,122,1.92,-0.49,,,,,,,,,,,,,,44
1/19/2010 7:30,1,16.16,49.95,4.19,0,0,119,1.86,-0.42,,,,,,,,,,,,,,45
1/19/2010 8:00,1,15.13,52.58,4.65,0,0,109,2.39,-0.52,,,,,,,,,,,,,,45
1/19/2010 8:30,1,20.6,49,4.9,3,0,110,2.61,-0.57,,,,,,,,,,,,,,45
1/19/2010 9:00,1,18.34,44.19,4.22,9,0,88,3.57,-0.64,,,,,,,,,,,,,,45
1/19/2010 9:30,4,26.16,40.15,4.54,9,0,107,2.97,-0.75,,,,,,,,,,,,,,45
1/19/2010 10:00,5,30.67,35.49,4.27,12,0.11,111,3.22,-0.49,,,,,,,,,,,,,,44
1/19/2010 10:30,,,,3.61,16,0.32,135,3.19,-0.07,,,,,,,,,,,,,,43
1/19/2010 11:00,,,,3.46,33,,111,4.4,0.26,,,,,,,,,,,,,,43
1/19/2010 11:30,,,,3.24,30,0.51,119,3.78,0.49,,,,,,,,,,,,,,43
1/19/2010 12:00,8,31.29,31.26,3.69,40,0.16,126,3.23,1.09,,,,,,,,,,,,,,42
1/19/2010 12:30,6,25.7,37.49,4.56,66,0.05,141,3.82,1.73,,,,,,,,,,,,,,41
1/19/2010 13:00,5,21.51,39.81,5.55,73,0.05,127,3.66,2.35,,,,,,,,,,,,,,42
1/19/2010 13:30,4,21.89,37.27,6.08,63,0.05,136,2.85,2.88,,,,,,,,,,,,,,42
1/19/2010 14:00,2,24.98,32.44,5.98,33,0.1,131,2.58,2.98,,,,,,,,,,,,,,41
1/19/2010 14:30,4,31.55,27.17,6.49,51,0,134,1.91,3.29,,,,,,,,,,,,,,40
1/19/2010 15:00,5,35.1,24.48,7.17,35,0,140,1.95,3.63,,,,,,,,,,,,,,39
1/19/2010 15:30,14,47.27,13.89,6.87,23,0,120,1.5,3.6,,,,,,,,,,,,,,36
1/19/2010 16:00,6,43.5,11.62,6.54,12,0,117,1.78,3.52,,,,,,,,,,,,,,33
1/19/2010 16:30,4,39.39,18.53,7.65,9,0,140,2.07,4.58,,,,,,,,,,,,,,30
1/19/2010 17:00,6,36.38,24.25,9.15,3,0,162,2.48,4.85,,,,,,,,,,,,,,29
1/19/2010 17:30,4,36.48,22.17,8.83,0,0,154,1.67,4.76,,,,,,,,,,,,,,27
1/19/2010 18:00,10,42.91,19.3,8.65,0,0,164,1.44,4.86,,,,,,,,,,,,,,26
1/19/2010 18:30,3,37.19,20.67,8.41,0,0,138,1.14,4.86,,,,,,,,,,,,,,26
1/19/2010 19:00,2,43.04,10.08,8.25,0,0,123,1.26,4.85,,,,,,,,,,,,,,25
1/19/2010 19:30,26,53,2.94,7.66,0,0,146,1.29,4.32,,,,,,,,,,,,,,23
1/19/2010 20:00,5,34.75,24.31,8.25,0,0,159,2.32,4.42,,,,,,,,,,,,,,23
1/19/2010 20:30,1,30.55,27.21,8.25,0,0,147,2.06,4.05,,,,,,,,,,,,,,22
1/19/2010 21:00,0,20.86,38.23,8.24,0,0,143,2.32,3.95,,,,,,,,,,,,,,22
1/19/2010 21:30,0,13.77,46.97,8.52,0,0,151,2.66,3.49,,,,,,,,,,,,,,23
1/19/2010 22:00,0,12.45,46.39,8.62,0,0,144,2.21,3.05,,,,,,,,,,,,,,24
1/19/2010 22:30,1,29.79,18.54,7.05,0,0,111,1.51,2.76,,,,,,,,,,,,,,23
1/19/2010 23:00,2,31.68,16.92,6.54,0,0,114,1.75,2.77,,,,,,,,,,,,,,23
1/19/2010 23:30,2,16.65,44.21,7.89,0,0,214,2.38,2.84,,,,,,,,,,,,,,25
1/20/2010 0:00,,,,7.46,0,0,226,1.51,2.85,,,,,,,,,,,,,,25
1/20/2010 0:30,0,12.77,49.26,6.84,0,0,132,1.04,2.74,,,,,,,,,,,,,,27
1/20/2010 1:00,1,13.1,47.61,6.48,0,0,149,0.71,2.78,,,,,,,,,,,,,,29
1/20/2010 1:30,0,8.68,49.11,6.32,0,0,148,1.33,2.87,,,,,,,,,,,,,,31
1/20/2010 2:00,0,8.42,49.68,6.2,0,0,150,1.13,2.96,,,,,,,,,,,,,,33
1/20/2010 2:30,0,7.47,51.85,6.17,0,0,178,1.42,2.75,,,,,,,,,,,,,,35
1/20/2010 3:00,0,7.62,52.46,6.01,0,0,187,1.14,2.21,,,,,,,,,,,,,,38
1/20/2010 3:30,0,8.61,52.22,5.62,0,0,185,1.43,1.96,,,,,,,,,,,,,,41
1/20/2010 4:00,0,5.76,58.21,5.53,0,0,188,1.36,1.15,,,,,,,,,,,,,,43
1/20/2010 4:30,0,8.97,49.51,5.01,0,0,100,0.84,1.06,,,,,,,,,,,,,,45
1/20/2010 5:00,0,8.28,51.71,4.9,0,0,113,1.07,1.15,,,,,,,,,,,,,,46
1/20/2010 5:30,0,7.27,51.48,5.06,0,0,103,0.75,0.8,,,,,,,,,,,,,,46
1/20/2010 6:00,8,25.91,36.06,5.13,0,0,168,1.04,0.59,,,,,,,,,,,,,,45
1/20/2010 6:30,5,18.61,52.08,5.2,0,0,226,2.14,0.23,,,,,,,,,,,,,,47
1/20/2010 7:00,8,19.53,54.28,4.32,0,0,191,2.18,-0.46,,,,,,,,,,,,,,50
1/20/2010 7:30,6,33.9,44.26,3.88,0,0,183,1.65,-0.76,,,,,,,,,,,,,,50
1/20/2010 8:00,14,55.74,23.91,3.58,0,0,171,1.08,-0.93,,,,,,,,,,,,,,48
1/20/2010 8:30,26,75.44,10.67,3.39,3,0,171,1.09,-1,,,,,,,,,,,,,,46
1/20/2010 9:00,31,81.77,10.09,3.32,10,0,168,1.18,-1.18,,,,,,,,,,,,,,44
1/20/2010 9:30,37,76.95,8.08,3.34,25,0,170,1.13,-1.25,,,,,,,,,,,,,,41
1/20/2010 10:00,30,76.45,10.57,3.26,28,0,165,1.58,-1.32,,,,,,,,,,,,,,39
1/20/2010 10:30,21,63.64,14.76,3.27,50,0,164,1.3,-1.42,,,,,,,,,,,,,,36
1/20/2010 11:00,29,65.33,15.15,3.33,58,0,173,1.36,-1.46,,,,,,,,,,,,,,34
1/20/2010 11:30,30,63.71,19.71,3.36,70,0,193,1.08,-1.52,,,,,,,,,,,,,,32
1/20/2010 12:00,31,48.94,28.55,3.48,92,0,194,1.23,-1.61,,,,,,,,,,,,,,30
1/20/2010 12:30,38,60.3,20.15,3.89,113,0,177,0.92,-1.39,,,,,,,,,,,,,,28
1/20/2010 13:00,19,42.16,36.36,4.13,110,0,182,1.03,-1.57,,,,,,,,,,,,,,27
1/20/2010 13:30,22,48.62,33.49,4.35,122,0,171,1.04,-1.45,,,,,,,,,,,,,,26
1/20/2010 14:00,32,49.72,36.92,4.63,133,0,211,0.8,-1.4,,,,,,,,,,,,,,26
1/20/2010 14:30,19,41.55,39,4.6,108,0,184,0.92,-1.46,,,,,,,,,,,,,,25
1/20/2010 15:00,17,39.93,39.51,4.74,108,0,194,0.42,-1.56,,,,,,,,,,,,,,24
1/20/2010 15:30,12,38.37,38.12,4.74,66,0,160,0.69,-1.72,,,,,,,,,,,,,,24
1/20/2010 16:00,5,29.25,42.25,4.81,94,0,132,0.81,-1.74,,,,,,,,,,,,,,25
1/20/2010 16:30,6,33.01,37.71,5.54,66,0,146,0.85,-1.96,,,,,,,,,,,,,,27
1/20/2010 17:00,9,51.39,17.08,4.66,12,0,120,0.82,-1.89,,,,,,,,,,,,,,27
1/20/2010 17:30,31,63.55,5.24,3.91,0,0,135,0.7,-1.64,,,,,,,,,,,,,,27
1/20/2010 18:00,44,69.96,0,3.14,0,0,138,0.83,-1.34,,,,,,,,,,,,,,27
1/20/2010 18:30,9,54.49,7.68,2.73,0,0,115,1.48,-1.43,,,,,,,,,,,,,,26
1/20/2010 19:00,1,20.89,43.46,3.21,0,0,90,1.73,-1.58,,,,,,,,,,,,,,28
1/20/2010 19:30,14,35.74,27.14,3.07,0,0,105,0.77,-1.84,,,,,,,,,,,,,,28
1/20/2010 20:00,92,85.79,1.04,2.36,0,0,213,0.3,-1.7,,,,,,,,,,,,,,27
1/20/2010 20:30,54,70.85,2.73,2.14,0,0,180,0.6,-1.54,,,,,,,,,,,,,,25
1/20/2010 21:00,92,78.58,0.45,1.84,0,0,215,0.44,-1.58,,,,,,,,,,,,,,23
1/20/2010 21:30,43,66.36,2.82,1.82,0,0,215,0.35,-1.52,,,,,,,,,,,,,,21
1/20/2010 22:00,60,54.26,2.06,1.55,0,0,241,0.68,-1.59,,,,,,,,,,,,,,19
1/20/2010 22:30,48,59.39,2.28,1.73,0,0,230,0.6,-1.47,,,,,,,,,,,,,,17
1/20/2010 23:00,39,55.89,1.52,1.36,0,0,207,0.51,-1.66,,,,,,,,,,,,,,14
1/20/2010 23:30,21,39.43,11.4,1.51,0,0,177,0.76,-1.35,,,,,,,,,,,,,,13
1/21/2010 0:00,21,31.17,11.07,1.3,0,0,82,0.82,-1.66,,,,,,,,,,,,,,11
1/21/2010 0:30,,,,0.01,0,0,40,0.74,-2.47,,,,,,,,,,,,,,9
1/21/2010 1:00,87,62.43,0.93,-0.09,0,0,125,0.4,-2.38,,,,,,,,,,,,,,8
1/21/2010 1:30,57,51.64,0.4,0.09,0,0,152,0.42,-2.12,,,,,,,,,,,,,,8
1/21/2010 2:00,18,36.66,0.1,0.02,0,0,130,0.37,-2.08,,,,,,,,,,,,,,8
1/21/2010 2:30,14,31.99,0,-0.02,0,0,133,0.53,-2.04,,,,,,,,,,,,,,7
1/21/2010 3:00,12,29.13,1.68,-0.05,0,0,143,0.47,-2.01,,,,,,,,,,,,,,4
1/21/2010 3:30,9,24.72,2.86,-0.26,0,0,148,0.31,-2.15,,,,,,,,,,,,,,3
1/21/2010 4:00,5,24.51,3.83,-0.27,0,0,190,0.58,-2.05,,,,,,,,,,,,,,3
1/21/2010 4:30,2,17,9.1,0.04,0,0,177,0.69,-1.69,,,,,,,,,,,,,,3
1/21/2010 5:00,17,24.11,1.32,-0.59,0,0,327,0.66,-2.31,,,,,,,,,,,,,,3
1/21/2010 5:30,59,36.36,0.11,-0.97,0,0,29,0.54,-2.54,,,,,,,,,,,,,,3
1/21/2010 6:00,86,44.05,0.69,-0.76,0,0,347,0.67,-2.3,,,,,,,,,,,,,,3
1/21/2010 6:30,106,52.73,0.82,-0.73,0,0,111,0.35,-2.25,,,,,,,,,,,,,,3
1/21/2010 7:00,86,45.17,0.14,-0.48,0,0,119,0.56,-1.98,,,,,,,,,,,,,,3
1/21/2010 7:30,95,45.55,0.04,-0.02,0,0,173,0.73,-1.53,,,,,,,,,,,,,,2
1/21/2010 8:00,71,40.77,0.25,0.32,0,0,180,0.57,-1.22,,,,,,,,,,,,,,1
1/21/2010 8:30,108,47.16,0.68,-0.21,5,0,29,0.51,-1.83,,,,,,,,,,,,,,1
1/21/2010 9:00,216,78.24,1.16,0.07,11,0,190,0.55,-1.52,,,,,,,,,,,,,,1
1/21/2010 9:30,70,34.03,1.06,0.26,32,0,134,0.98,-1.4,,,,,,,,,,,,,,1
1/21/2010 10:00,88,37.05,1.48,0.52,54,0,130,0.62,-1.2,,,,,,,,,,,,,,2
1/21/2010 10:30,83,39.94,2.11,1.2,72,0,146,0.65,-0.68,,,,,,,,,,,,,,2
1/21/2010 11:00,112,62.64,3.05,2.04,119,0,200,0.67,-0.24,,,,,,,,,,,,,,2
1/21/2010 11:30,178,65.93,3.09,2.09,163,0,357,0.73,-0.55,,,,,,,,,,,,,,2
1/21/2010 12:00,150,82.16,5.32,2.5,164,0,259,1,-0.45,,,,,,,,,,,,,,2
1/21/2010 12:30,64,56.56,8.04,2.86,112,0,195,0.91,-0.74,,,,,,,,,,,,,,2
1/21/2010 13:00,49,50.78,9.66,3.55,176,0,136,0.64,-0.45,,,,,,,,,,,,,,2
1/21/2010 13:30,70,59.48,9.26,3.68,141,0,211,1.59,-0.68,,,,,,,,,,,,,,3
1/21/2010 14:00,71,59.7,6.81,3.53,120,0,189,1.44,-0.74,,,,,,,,,,,,,,3
1/21/2010 14:30,93,78.98,5.19,3.54,114,0,213,1.51,-0.8,,,,,,,,,,,,,,4
1/21/2010 15:00,67,66.48,4.58,3.68,78,0,185,0.76,-0.7,,,,,,,,,,,,,,4
1/21/2010 15:30,40,54.02,5.03,3.71,80,0,102,0.7,-0.7,,,,,,,,,,,,,,4
1/21/2010 16:00,80,72.77,3.86,4.2,60,0,174,1.08,-0.68,,,,,,,,,,,,,,4
1/21/2010 16:30,70,65.1,2.19,3.51,28,0,184,1.65,-0.83,,,,,,,,,,,,,,4
1/21/2010 17:00,54,65.21,1.93,3.39,11,0,157,0.86,-0.94,,,,,,,,,,,,,,5
1/21/2010 17:30,40,61.02,1.33,3.2,0,0,150,0.66,-0.94,,,,,,,,,,,,,,5
1/21/2010 18:00,40,60.75,0.34,3.2,0,0,152,0.5,-0.84,,,,,,,,,,,,,,4
1/21/2010 18:30,62,65.07,0.97,3.09,0,0,135,0.53,-0.83,,,,,,,,,,,,,,4
1/21/2010 19:00,107,70.81,1.15,2.39,0,0,139,0.59,-1.02,,,,,,,,,,,,,,4
1/21/2010 19:30,59,58.4,0.79,2.24,0,0,105,0.59,-0.86,,,,,,,,,,,,,,4
1/21/2010 20:00,59,57.89,0.92,2.31,0,0,136,0.54,-0.78,,,,,,,,,,,,,,4
1/21/2010 20:30,72,63.05,0.48,2.27,0,0,154,0.81,-0.8,,,,,,,,,,,,,,3
1/21/2010 21:00,33,53.64,0.72,2.35,0,0,138,0.81,-0.78,,,,,,,,,,,,,,3
1/21/2010 21:30,46,53.98,0.82,2.24,0,0,141,1.14,-0.8,,,,,,,,,,,,,,2
1/21/2010 22:00,57,53.68,0.73,2.07,0,0,140,0.97,-0.77,,,,,,,,,,,,,,2
1/21/2010 22:30,65,53.53,0.64,2.18,0,0,165,0.72,-0.68,,,,,,,,,,,,,,2
1/21/2010 23:00,53,58.22,0.66,2.26,0,0,173,0.73,-0.7,,,,,,,,,,,,,,1
1/21/2010 23:30,41,57.68,0.45,2.12,0,0,161,0.61,-0.8,,,,,,,,,,,,,,1
1/22/2010 0:00,29,52.61,0.56,1.68,0,0,111,0.5,-1.13,,,,,,,,,,,,,,1
1/22/2010 0:30,48,50.47,0.55,0.89,0,0,147,0.48,-1.67,,,,,,,,,,,,,,1
1/22/2010 1:00,,,,0.42,0,0,156,1.06,-1.74,,,,,,,,,,,,,,1
1/22/2010 1:30,40,44.83,0,0.18,0,0,152,0.9,-1.77,,,,,,,,,,,,,,1
1/22/2010 2:00,33,41.08,0.04,-0.23,0,0,146,0.93,-2.02,,,,,,,,,,,,,,1
1/22/2010 2:30,23,39.86,0.01,-0.46,0,0,130,1.45,-2.15,,,,,,,,,,,,,,1
1/22/2010 3:00,19,40.5,0.5,-0.43,0,0,136,1.54,-2.03,,,,,,,,,,,,,,1
1/22/2010 3:30,20,36.29,0.6,-0.73,0,0,143,1.41,-2.28,,,,,,,,,,,,,,1
1/22/2010 4:00,17,37.13,0.31,-0.62,0,0,154,1.16,-2.1,,,,,,,,,,,,,,0
1/22/2010 4:30,16,39.7,0.28,-0.45,0,0,131,1.27,-1.93,,,,,,,,,,,,,,0
1/22/2010 5:00,20,39.85,0.38,-0.33,0,0,130,1.52,-1.81,,,,,,,,,,,,,,0
1/22/2010 5:30,20,39.02,0.03,-0.27,0,0,150,1.13,-1.75,,,,,,,,,,,,,,0
1/22/2010 6:00,27,40.82,0.48,-0.13,0,0,143,0.96,-1.62,,,,,,,,,,,,,,0
